"";"V1"
"253";32,9098
"254";33,3189
"255";33,445
"256";33,5402
"257";33,6149
"258";33,7218
"259";34,345
"260";34,6954
"261";34,7256
"262";34,7446
"263";34,7901
"264";34,7943
"265";34,7971
"266";34,8315
"267";34,8441
"268";35,0396
"269";35,0455
"270";35,1184
"271";35,1839
"272";35,1969
"273";35,2787
"274";35,3235
"275";35,3473
"276";35,3494
"277";35,3607
"278";35,4151
"279";35,4393
"280";35,4409
"281";35,4914
"282";35,496
"283";35,5067
"284";35,5319
"285";35,5704
"286";35,575
"287";35,582
"288";35,6059
"289";35,6138
"290";35,6184
"291";35,7122
"292";35,808
"293";36,1314
"294";36,243
"295";36,3157
"296";36,63
"297";36,6614
"298";36,6749
"299";36,9066
"300";36,9129
"301";36,9172
"302";37,0201
"303";37,1363
"304";37,4717
"305";37,6586
"306";37,6848
"307";37,8004
"308";37,8103
"309";37,9208
"310";38,3713
"311";38,4064
"312";38,4233
"313";38,449
"314";38,497
"315";38,5989
"316";38,6656
"317";38,7445
"318";39,0422
"319";39,0681
"320";39,1469
"321";39,5887
"322";39,6464
"323";39,6958
"324";39,7031
"325";39,7383
"326";40,0469
"327";40,0496
"328";40,0725
"329";40,0992
"330";40,2301
"331";40,254
"332";40,2886
"333";40,346
"334";40,3969
"335";40,5497
"336";40,7129
"337";40,8229
"338";40,8595
"339";41,1509
"340";41,1761
"341";41,2071
"342";41,6201
"343";41,6638
"344";41,7935
"345";41,9383
"346";42,293
"347";42,4283
"348";42,6185
"349";42,6478
"350";42,7975
"351";43,4692
"352";43,5687
"353";44,0956
"354";44,2727
"355";44,3701
"356";44,4308
"357";44,7833
"358";44,9191
"359";44,9635
"360";44,9691
"361";44,9886
"362";45,4276
"363";45,4411
"364";45,5383
"365";45,5715
"366";45,8826
"367";45,8966
"368";46,0071
"369";46,0139
"370";46,018
"371";46,0382
"372";46,0808
"373";46,1384
"374";46,2123
"375";46,2499
"376";46,2719
"377";46,3437
"378";46,3534
"379";46,3553
"380";46,3651
"381";46,6028
"382";46,6475
"383";46,6769
"384";46,6839
"385";46,9099
"386";47,046
"387";47,6128
"388";47,8479
"389";47,8926
"390";48,0971
"391";48,5215
"392";48,6074
"393";48,6289
"394";48,6925
"395";48,7036
"396";48,7048
"397";49,1941
"398";49,2787
"399";49,2998
"400";49,4582
"401";49,4628
"402";49,4692
"403";49,4862
"404";49,7267
"405";49,7441
"406";49,7571
"407";49,8624
"408";50,284
"409";50,3123
"410";50,3735
"411";50,3803
"412";50,4231
"413";50,4266
"414";50,4281
"415";50,4355
"416";50,4448
"417";50,4459
"418";50,4876
"419";50,4915
"420";50,566
"421";50,6037
"422";50,7016
"423";50,7033
"424";50,7049
"425";51,298
"426";51,3408
"427";51,5922
"428";51,6049
"429";51,6761
"430";51,6822
"431";51,7112
"432";51,7163
"433";52,0112
"434";52,1211
"435";52,1621
"436";52,444
"437";52,4491
"438";52,5227
"439";52,7132
"440";52,9476
"441";52,9573
"442";53,0596
"443";53,0905
"444";53,1315
"445";53,2756
"446";53,3521
"447";53,3736
"448";53,4043
"449";53,7478
"450";53,7593
"451";53,7674
"452";53,8084
"453";53,8513
"454";54,119
"455";54,1874
"456";54,1902
"457";54,1912
"458";54,1928
"459";54,2599
"460";54,2897
"461";54,2995
"462";54,3022
"463";54,3823
"464";54,4605
"465";54,4913
"466";54,5258
"467";54,9006
"468";54,9824
"469";55,0017
"470";55,0287
"471";55,3017
"472";55,4327
"473";55,7848
"474";55,8827
"475";55,911
"476";55,9195
"477";56,307
"478";56,398
"479";56,4678
"480";56,5447
"481";56,8284
"482";56,9206
"483";57,0478
"484";57,2181
"485";57,3254
"486";57,4607
"487";57,4842
"488";57,504
"489";57,5284
"490";57,7086
"491";57,7356
"492";57,7805
"493";57,7881
"494";57,95
"495";58,0558
"496";58,0716
"497";58,0902
"498";58,095
"499";58,2996
"500";58,3235
"501";58,3482
"502";58,3507
"503";58,3602
"504";58,3615
"505";58,3921
"506";58,4304
"507";58,4649
"508";58,5094
"509";58,5435
"510";58,6235
"511";58,814
"512";58,904
"513";58,9329
"514";59,0535
"515";59,0812
"516";59,1474
"517";59,1513
"518";59,154
"519";59,1559
"520";59,2296
"521";59,2357
"522";59,3502
"523";59,4623
"524";59,8272
"525";59,8653
"526";59,8791
"527";59,8984
"528";59,9008
"529";59,905
"530";60,0059
"531";60,0313
"532";60,1253
"533";60,1299
"534";60,2537
"535";60,2686
"536";60,3077
"537";60,433
"538";61,0146
"539";61,1471
"540";61,1659
"541";61,2748
"542";61,3665
"543";61,3676
"544";61,6757
"545";61,7567
"546";61,7906
"547";61,8513
"548";62,442
"549";62,5242
"550";62,7084
"551";62,7865
"552";62,7981
"553";62,9894
"554";63,0581
"555";63,067
"556";63,0723
"557";63,08
"558";63,1034
"559";63,1231
"560";63,2347
"561";63,3515
"562";63,4646
"563";63,6389
"564";63,7785
"565";63,7886
"566";63,7903
"567";63,7936
"568";63,8391
"569";63,8849
"570";63,8889
"571";63,95
"572";64,0618
"573";64,1443
"574";64,2235
"575";64,2626
"576";64,7367
"577";65,0232
"578";65,0435
"579";65,4245
"580";65,9554
"581";66,1735
"582";66,353
"583";66,5678
"584";66,7589
"585";66,8332
"586";66,9582
"587";67,1553
"588";67,164
"589";67,3114
"590";67,3527
"591";67,419
"592";67,4796
"593";67,727
"594";67,8216
"595";68,0637
"596";68,2829
"597";68,3915
"598";68,4836
"599";68,5796
"600";68,6221
"601";68,7444
"602";69,378
"603";69,3803
"604";69,3949
"605";69,4677
"606";69,4783
"607";69,4798
"608";69,8781
"609";70,0154
"610";70,0973
"611";70,1646
"612";70,2961
"613";70,4589
"614";70,53
"615";70,6478
"616";71,0804
"617";71,1732
"618";71,1777
"619";71,2229
"620";71,2564
"621";71,4258
"622";71,4887
"623";71,7154
"624";71,7556
"625";72,1668
"626";72,2328
"627";72,2658
"628";72,3531
"629";72,4498
"630";72,4631
"631";72,4729
"632";72,7043
"633";72,8135
"634";72,8345
"635";72,9635
"636";73,1881
"637";73,1929
"638";73,4492
"639";73,4977
"640";73,5104
"641";73,7448
"642";73,8006
"643";73,8152
"644";73,8936
"645";73,9315
"646";73,9328
"647";73,9497
"648";73,9793
"649";74,0089
"650";74,0263
"651";74,0533
"652";74,5742
"653";74,6738
"654";74,7225
"655";75,1125
"656";75,7294
"657";76,1964
"658";76,2843
"659";76,365
"660";76,4707
"661";76,6114
"662";76,7821
"663";76,7933
"664";76,8007
"665";76,832
"666";76,8777
"667";77,5744
"668";77,5978
"669";77,7672
"670";78,0808
"671";78,1171
"672";78,3819
"673";78,5932
"674";78,6168
"675";78,6637
"676";78,7159
"677";79,0384
"678";79,0805
"679";79,1547
"680";79,221
"681";79,2882
"682";79,426
"683";79,4707
"684";79,4954
"685";79,577
"686";79,5824
"687";79,5862
"688";79,5887
"689";79,5923
"690";79,9377
"691";79,9527
"692";80,181
"693";80,2357
"694";80,2949
"695";80,3054
"696";80,3324
"697";80,4004
"698";80,4803
"699";80,5143
"700";80,5295
"701";80,6967
"702";80,8372
"703";80,8704
"704";81,4152
"705";81,5426
"706";81,5608
"707";81,5827
"708";81,5946
"709";81,6024
"710";81,6095
"711";81,7377
"712";82,1673
"713";82,217
"714";82,6116
"715";82,7163
"716";83,0125
"717";83,0506
"718";83,0664
"719";83,1268
"720";83,1305
"721";83,1975
"722";83,245
"723";83,5208
"724";83,5753
"725";83,5953
"726";83,6507
"727";83,7178
"728";83,7469
"729";83,7833
"730";83,948
"731";84,0212
"732";84,0439
"733";84,0553
"734";84,1444
"735";84,1557
"736";84,1725
"737";84,2075
"738";84,3402
"739";84,3817
"740";84,598
"741";84,6054
"742";84,6995
"743";84,9635
"744";85,0087
"745";85,0371
"746";85,1874
"747";85,4454
"748";85,5313
"749";85,5712
"750";85,5829
"751";85,5888
"752";85,6274
"753";85,6312
"754";85,7054
"755";85,9795
"756";86,0844
"757";86,4539
"758";86,4737
"759";86,55
"760";86,6541
"761";86,7475
"762";87,2027
"763";87,2382
"764";87,2412
"765";87,4777
"766";87,6541
"767";87,8932
"768";88,0108
"769";88,2914
"770";88,3814
"771";88,4217
"772";88,5587
"773";88,6373
"774";88,7415
"775";88,9488
"776";89,2463
"777";89,2725
"778";89,2767
"779";89,5001
"780";89,5465
"781";89,5552
"782";89,7207
"783";89,8127
"784";90,2091
"785";90,3597
"786";90,4781
"787";90,5829
"788";90,5907
"789";90,875
"790";90,9436
"791";90,9472
"792";91,0458
"793";91,222
"794";91,506
"795";91,6021
"796";91,7351
"797";92,1077
"798";92,1755
"799";92,1802
"800";92,2042
"801";92,3021
"802";92,3669
"803";92,383
"804";92,4802
"805";92,7409
"806";93,3042
"807";93,3081
"808";93,3525
"809";93,3535
"810";93,3634
"811";93,4264
"812";93,6477
"813";93,6845
"814";93,7335
"815";93,797
"816";93,8587
"817";94,1143
"818";94,1706
"819";94,1797
"820";94,3555
"821";94,4818
"822";94,5742
"823";94,6946
"824";94,8527
"825";96,0038
"826";96,1467
"827";96,5205
"828";96,6347
"829";97,0804
"830";97,1735
"831";97,2012
"832";97,2799
"833";97,2997
"834";97,3026
"835";97,3254
"836";97,4226
"837";97,6671
"838";97,9967
"839";98,4284
"840";98,5301
"841";98,6481
"842";98,8974
"843";98,95
"844";99,3051
"845";99,3171
"846";99,6084
"847";99,7661
"848";100,5737
"849";100,8136
"850";100,8335
"851";100,8547
"852";101,2275
"853";101,2383
"854";101,2405
"855";101,3202
"856";101,3365
"857";101,3517
"858";101,3545
"859";101,4597
"860";101,5679
"861";101,6546
"862";101,6805
"863";101,7904
"864";101,848
"865";101,8597
"866";102,3571
"867";102,7146
"868";102,7962
"869";102,916
"870";103,0324
"871";103,0684
"872";103,2908
"873";103,4815
"874";103,576
"875";103,7364
"876";103,7396
"877";103,7849
"878";103,8389
"879";104,8088
"880";104,9364
"881";104,9798
"882";105,3643
"883";105,7986
"884";105,9557
"885";106,0774
"886";106,08
"887";106,0975
"888";106,1686
"889";106,2052
"890";106,3283
"891";106,3785
"892";106,4046
"893";106,6985
"894";106,7428
"895";106,7672
"896";106,8467
"897";106,8515
"898";106,8928
"899";106,9124
"900";106,9931
"901";107,4667
"902";107,5679
"903";107,7893
"904";108,1433
"905";108,1775
"906";108,2377
"907";108,2428
"908";108,2471
"909";108,3221
"910";108,5582
"911";108,5599
"912";108,5857
"913";108,6614
"914";108,6881
"915";109,014
"916";109,0394
"917";109,3231
"918";109,3316
"919";109,3667
"920";109,402
"921";109,51
"922";109,5206
"923";109,539
"924";109,7806
"925";109,8833
"926";109,8924
"927";109,909
"928";109,9622
"929";110,016
"930";110,2408
"931";110,2896
"932";110,2996
"933";110,3347
"934";110,4876
"935";110,6104
"936";110,6541
"937";110,7056
"938";110,7081
"939";111,0279
"940";111,0852
"941";111,1761
"942";111,1797
"943";111,2476
"944";111,2702
"945";111,5371
"946";111,6763
"947";111,7308
"948";111,9092
"949";112,2041
"950";112,3664
"951";112,6201
"952";113,0293
"953";113,1443
"954";113,2178
"955";113,6216
"956";113,7862
"957";113,8147
"958";113,8184
"959";113,8213
"960";114,1422
"961";114,1772
"962";114,1901
"963";114,7541
"964";114,8151
"965";115,0347
"966";115,1426
"967";115,144
"968";115,1626
"969";115,2397
"970";115,6953
"971";115,7875
"972";115,8223
"973";116,4809
"974";116,5221
"975";116,6335
"976";116,6392
"977";116,6459
"978";116,8646
"979";117,108
"980";117,1419
"981";117,1758
"982";117,1879
"983";117,2284
"984";117,3208
"985";117,368
"986";117,4473
"987";117,5935
"988";117,6461
"989";117,7903
"990";117,801
"991";117,8227
"992";117,8666
"993";117,8895
"994";117,8936
"995";118,2202
"996";118,2371
"997";118,2398
"998";118,2468
"999";118,5073
"1000";118,5214
"1001";118,5848
"1002";118,6026
"1003";118,6596
"1004";118,8652
"1005";118,9548
"1006";118,9984
"1007";119,3063
"1008";119,353
"1009";119,3685
"1010";119,3783
"1011";119,4557
"1012";119,472
"1013";119,4779
"1014";119,4978
"1015";119,5029
"1016";119,505
"1017";119,5558
"1018";119,6209
"1019";119,7318
"1020";119,9592
"1021";119,9829
"1022";120,004
"1023";120,1681
"1024";120,1736
"1025";120,2152
"1026";120,2614
"1027";120,2681
"1028";120,2913
"1029";120,3478
"1030";120,3596
"1031";120,3679
"1032";120,3761
"1033";120,6107
"1034";120,7697
"1035";120,8382
"1036";120,8455
"1037";120,8665
"1038";121,0004
"1039";121,2614
"1040";121,3001
"1041";121,495
"1042";121,6738
"1043";121,7725
"1044";121,7865
"1045";121,8664
"1046";121,8707
"1047";122,0054
"1048";122,0389
"1049";122,0453
"1050";122,0631
"1051";122,0947
"1052";122,1033
"1053";122,1079
"1054";122,1677
"1055";122,4004
"1056";122,4061
"1057";122,4885
"1058";122,493
"1059";122,4968
"1060";122,5493
"1061";122,5638
"1062";122,5836
"1063";122,5847
"1064";122,5862
"1065";122,6071
"1066";122,611
"1067";122,7871
"1068";122,9128
"1069";122,9211
"1070";122,9787
"1071";123,5541
"1072";123,6638
"1073";123,665
"1074";123,7819
"1075";123,8188
"1076";124,0112
"1077";124,4642
"1078";125,1493
"1079";125,204
"1080";125,248
"1081";125,3148
"1082";125,3196
"1083";125,3228
"1084";125,4248
"1085";125,6355
"1086";125,6962
"1087";126,0246
"1088";126,0427
"1089";126,0943
"1090";126,2248
"1091";126,2778
"1092";126,777
"1093";126,8978
"1094";126,9218
"1095";126,9812
"1096";127,0757
"1097";127,1278
"1098";127,1554
"1099";127,1653
"1100";127,7168
"1101";127,9004
"1102";128,1288
"1103";128,1359
"1104";128,1418
"1105";128,3398
"1106";128,3957
"1107";128,4282
"1108";128,6071
"1109";128,9646
"1110";128,9918
"1111";129,0573
"1112";129,1211
"1113";129,4903
"1114";129,6987
"1115";129,7155
"1116";129,7736
"1117";129,797
"1118";129,8643
"1119";129,8697
"1120";129,9447
"1121";130,319
"1122";130,8685
"1123";130,8858
"1124";131,0083
"1125";131,0926
"1126";131,2646
"1127";131,3023
"1128";131,3162
"1129";131,3706
"1130";131,5242
"1131";131,6713
"1132";131,6843
"1133";131,7157
"1134";131,832
"1135";132,0053
"1136";132,0601
"1137";132,0857
"1138";132,1061
"1139";132,2618
"1140";132,601
"1141";132,6177
"1142";132,7466
"1143";132,8065
"1144";132,8902
"1145";132,8961
"1146";132,9446
"1147";133,052
"1148";133,5513
"1149";133,6518
"1150";133,7344
"1151";133,74
"1152";133,9535
"1153";134,0081
"1154";134,0694
"1155";134,137
"1156";134,1503
"1157";134,2582
"1158";134,27
"1159";134,2771
"1160";134,2941
"1161";134,3174
"1162";134,9212
"1163";135,0008
"1164";135,0378
"1165";135,0715
"1166";135,2643
"1167";135,3501
"1168";135,3574
"1169";135,359
"1170";135,381
"1171";135,4856
"1172";135,5172
"1173";135,5482
"1174";135,7658
"1175";135,8796
"1176";135,9388
"1177";135,9825
"1178";136,011
"1179";136,0149
"1180";136,0734
"1181";136,227
"1182";136,2321
"1183";136,347
"1184";136,6598
"1185";136,6612
"1186";136,7533
"1187";136,7853
"1188";136,8692
"1189";136,884
"1190";136,9266
"1191";136,9465
"1192";136,9531
"1193";137,0458
"1194";137,1249
"1195";137,1929
"1196";137,2079
"1197";137,2221
"1198";137,323
"1199";137,3267
"1200";137,3295
"1201";137,4879
"1202";137,5365
"1203";137,5687
"1204";137,5759
"1205";137,597
"1206";137,6523
"1207";137,9651
"1208";138,349
"1209";138,3727
"1210";139,0682
"1211";139,395
"1212";139,4661
"1213";139,6737
"1214";139,7324
"1215";139,7499
"1216";139,8547
"1217";139,8779
"1218";139,9238
"1219";139,9524
"1220";139,9922
"1221";140,3428
"1222";140,6034
"1223";140,6896
"1224";141,0003
"1225";141,0486
"1226";141,0678
"1227";141,084
"1228";141,176
"1229";141,182
"1230";141,1928
"1231";141,1957
"1232";141,4247
"1233";141,4521
"1234";141,4924
"1235";141,5811
"1236";141,6563
"1237";141,6597
"1238";141,6815
"1239";142,0395
"1240";142,19
"1241";142,1919
"1242";142,2452
"1243";142,2508
"1244";142,3229
"1245";142,6505
"1246";142,872
"1247";143,0094
"1248";143,2807
"1249";143,3517
"1250";143,4027
"1251";143,644
"1252";143,6527
"1253";143,6554
"1254";144,0613
"1255";144,1932
"1256";144,4472
"1257";144,5177
"1258";144,5617
"1259";144,6001
"1260";144,6163
"1261";144,6679
"1262";144,7088
"1263";144,7621
"1264";144,7664
"1265";144,7795
"1266";144,7903
"1267";144,8284
"1268";144,9469
"1269";145,0003
"1270";145,0612
"1271";145,121
"1272";145,1984
"1273";145,2937
"1274";145,5477
"1275";145,6028
"1276";145,613
"1277";145,9329
"1278";145,9531
"1279";146,1464
"1280";146,2401
"1281";146,2664
"1282";146,3106
"1283";146,3348
"1284";146,357
"1285";146,3865
"1286";146,517
"1287";146,5278
"1288";147,0578
"1289";147,1067
"1290";147,5068
"1291";147,6353
"1292";148,066
"1293";148,1794
"1294";148,4258
"1295";148,4483
"1296";148,785
"1297";148,8841
"1298";148,9068
"1299";148,9745
"1300";149,0048
"1301";149,0317
"1302";149,04
"1303";149,041
"1304";149,0519
"1305";149,056
"1306";149,0614
"1307";149,0766
"1308";149,1435
"1309";149,2662
"1310";149,6096
"1311";149,899
"1312";150,1041
"1313";150,1247
"1314";150,128
"1315";150,2723
"1316";150,2911
"1317";150,4961
"1318";150,5062
"1319";150,5568
"1320";150,9489
"1321";151,0396
"1322";151,1557
"1323";151,1936
"1324";151,2789
"1325";151,6097
"1326";151,6189
"1327";151,7126
"1328";151,7288
"1329";151,8184
"1330";151,9422
"1331";151,9847
"1332";152,0859
"1333";152,1783
"1334";152,3009
"1335";152,3401
"1336";152,62
"1337";152,7081
"1338";152,7858
"1339";153,4039
"1340";153,5221
"1341";153,6404
"1342";153,7286
"1343";153,7635
"1344";153,7713
"1345";153,7825
"1346";153,7888
"1347";154,0641
"1348";154,0845
"1349";154,3773
"1350";154,5455
"1351";154,8968
"1352";154,9613
"1353";154,9912
"1354";154,9955
"1355";155,5286
"1356";155,5346
"1357";155,5629
"1358";155,7471
"1359";155,8091
"1360";155,8153
"1361";155,8384
"1362";155,9255
"1363";155,9713
"1364";155,9755
"1365";156,3516
"1366";156,7015
"1367";156,7907
"1368";156,8065
"1369";156,82
"1370";156,8958
"1371";156,9893
"1372";157,0741
"1373";157,4002
"1374";157,5106
"1375";157,5815
"1376";158,2228
"1377";159,0542
"1378";159,0689
"1379";159,155
"1380";159,1805
"1381";159,5428
"1382";159,7147
"1383";159,721
"1384";160,0202
"1385";160,1513
"1386";160,2016
"1387";160,4026
"1388";160,4766
"1389";160,7797
"1390";160,9507
"1391";161,128
"1392";161,1943
"1393";161,2477
"1394";161,2741
"1395";161,4525
"1396";161,7579
"1397";161,8091
"1398";161,9318
"1399";161,9793
"1400";161,9941
"1401";161,9984
"1402";162,0852
"1403";162,0984
"1404";162,2057
"1405";162,2931
"1406";162,3101
"1407";162,3316
"1408";162,4164
"1409";162,696
"1410";162,8767
"1411";162,9319
"1412";162,9539
"1413";162,9639
"1414";162,9934
"1415";163,3021
"1416";163,3035
"1417";163,8633
"1418";164,4554
"1419";164,4671
"1420";164,638
"1421";165,0356
"1422";165,05
"1423";165,0553
"1424";165,0612
"1425";165,5633
"1426";165,6208
"1427";165,7651
"1428";166,0107
"1429";166,786
"1430";166,9065
"1431";166,9185
"1432";167,1508
"1433";167,3425
"1434";167,4885
"1435";167,5852
"1436";167,6012
"1437";167,82
"1438";167,84
"1439";168,0359
"1440";168,1443
"1441";168,1802
"1442";168,2278
"1443";168,5448
"1444";168,5642
"1445";168,5653
"1446";168,5877
"1447";168,6519
"1448";168,7222
"1449";168,7532
"1450";169,1893
"1451";169,3021
"1452";169,3147
"1453";169,3207
"1454";169,3294
"1455";169,3673
"1456";169,4042
"1457";169,4474
"1458";169,5443
"1459";169,5891
"1460";169,9411
"1461";170,118
"1462";170,1359
"1463";170,2504
"1464";170,548
"1465";170,58
"1466";170,5857
"1467";170,6232
"1468";170,9064
"1469";171,1698
"1470";171,1858
"1471";171,2561
"1472";171,5095
"1473";171,869
"1474";171,8942
"1475";171,9218
"1476";172,0415
"1477";172,1614
"1478";172,2127
"1479";172,2209
"1480";172,2501
"1481";172,2666
"1482";172,6705
"1483";172,8218
"1484";172,9133
"1485";173,0044
"1486";173,111
"1487";173,1486
"1488";173,2565
"1489";173,347
"1490";173,4221
"1491";173,4305
"1492";173,5322
"1493";173,5715
"1494";173,621
"1495";173,6996
"1496";173,7201
"1497";173,819
"1498";174,0451
"1499";174,156
"1500";174,2373
"1501";174,3429
"1502";174,448
"1503";174,5619
"1504";174,633
"1505";174,65
"1506";174,7651
"1507";174,9484
"1508";174,969
"1509";175,2993
"1510";175,4914
"1511";175,6059
"1512";175,9786
"1513";176,0988
"1514";176,1885
"1515";176,2869
"1516";176,6545
"1517";176,7381
"1518";176,8994
"1519";176,9239
"1520";177,0455
"1521";177,1633
"1522";177,2721
"1523";177,301
"1524";177,334
"1525";177,3864
"1526";177,4092
"1527";177,5155
"1528";177,5483
"1529";177,6597
"1530";177,7029
"1531";177,7268
"1532";177,882
"1533";177,9196
"1534";177,9212
"1535";177,9405
"1536";177,9813
"1537";177,9926
"1538";178,014
"1539";178,0183
"1540";178,284
"1541";178,3602
"1542";178,3712
"1543";178,4624
"1544";178,5699
"1545";178,7599
"1546";178,767
"1547";178,8102
"1548";179,0291
"1549";179,0754
"1550";179,3491
"1551";179,4684
"1552";179,6102
"1553";180,545
"1554";180,6452
"1555";180,649
"1556";180,7919
"1557";181,0163
"1558";181,2548
"1559";181,3075
"1560";181,3322
"1561";181,4162
"1562";181,5232
"1563";181,6149
"1564";181,9305
"1565";182,0644
"1566";182,2314
"1567";182,3705
"1568";182,4015
"1569";182,6425
"1570";182,7555
"1571";183,2635
"1572";183,307
"1573";183,3388
"1574";183,4409
"1575";183,6178
"1576";183,7475
"1577";184,1904
"1578";184,2496
"1579";184,6483
"1580";184,7732
"1581";184,8688
"1582";184,9279
"1583";185,445
"1584";185,459
"1585";185,5966
"1586";185,6469
"1587";185,702
"1588";185,8358
"1589";186,1366
"1590";186,1479
"1591";186,1586
"1592";186,1745
"1593";186,1761
"1594";186,218
"1595";186,2477
"1596";186,3247
"1597";186,3317
"1598";186,3396
"1599";186,3413
"1600";186,5488
"1601";186,6914
"1602";186,9009
"1603";186,9198
"1604";186,9925
"1605";187,0343
"1606";187,0973
"1607";187,2393
"1608";187,2656
"1609";187,4715
"1610";187,5201
"1611";187,5603
"1612";187,5772
"1613";187,5858
"1614";187,6031
"1615";187,6435
"1616";187,7937
"1617";188,0308
"1618";188,0561
"1619";188,5474
"1620";188,6105
"1621";188,6989
"1622";188,7346
"1623";188,8355
"1624";188,8841
"1625";188,8953
"1626";188,905
"1627";189,1163
"1628";189,1395
"1629";189,8165
"1630";189,8571
"1631";189,9489
"1632";190,2794
"1633";191,2102
"1634";191,2951
"1635";191,4218
"1636";191,6554
"1637";192,7216
"1638";192,9686
"1639";193,0763
"1640";193,0825
"1641";193,4482
"1642";193,668
"1643";193,9751
"1644";194,2047
"1645";194,2348
"1646";194,265
"1647";194,2941
"1648";194,3033
"1649";194,3119
"1650";194,3201
"1651";194,328
"1652";194,3379
"1653";194,3477
"1654";194,3637
"1655";194,3751
"1656";194,4241
"1657";194,6185
"1658";194,6868
"1659";194,6961
"1660";194,84
"1661";195,2803
"1662";195,3684
"1663";195,4491
"1664";195,4653
"1665";195,4698
"1666";195,4984
"1667";195,5503
"1668";195,716
"1669";195,7218
"1670";195,734
"1671";195,7438
"1672";195,8465
"1673";195,9848
"1674";196,0167
"1675";196,0709
"1676";196,1022
"1677";196,1043
"1678";196,1099
"1679";196,1247
"1680";196,1946
"1681";196,3463
"1682";196,3642
"1683";196,3987
"1684";196,4017
"1685";196,5395
"1686";196,5579
