"";"V1"
"582";74,8084
"583";74,9113
"584";75,2085
"585";75,9405
"586";75,964
"587";76,3758
"588";76,7781
"589";76,9176
"590";76,9252
"591";77,0301
"592";77,4454
"593";77,5404
"594";77,5458
"595";77,627
"596";77,6658
"597";77,8347
"598";77,9314
"599";77,944
"600";77,9496
"601";77,9511
"602";77,9543
"603";77,9565
"604";78,5171
"605";78,6469
"606";78,6499
"607";78,7301
"608";79,075
"609";79,2385
"610";79,2436
"611";79,3062
"612";79,3437
"613";79,4469
"614";79,4922
"615";79,7407
"616";79,979
"617";80,2473
"618";80,6614
"619";80,7714
"620";80,9256
"621";81,5175
"622";81,6028
"623";81,6369
"624";81,735
"625";81,7905
"626";81,8103
"627";81,8683
"628";81,9087
"629";81,9141
"630";81,9242
"631";81,9261
"632";81,983
"633";82,0773
"634";82,2144
"635";82,2286
"636";82,2503
"637";82,2521
"638";82,3068
"639";82,3449
"640";82,3499
"641";82,3513
"642";82,353
"643";82,3786
"644";82,4319
"645";82,4792
"646";82,5018
"647";82,6219
"648";82,6682
"649";82,6718
"650";82,8979
"651";82,9062
"652";82,9536
"653";83,1228
"654";83,3047
"655";83,3565
"656";83,4617
"657";83,8052
"658";83,8326
"659";83,8397
"660";84,2481
"661";84,2962
"662";85,3304
"663";85,3531
"664";85,4355
"665";86,1742
"666";86,2037
"667";86,2652
"668";86,4494
"669";86,4708
"670";86,4997
"671";86,5032
"672";86,516
"673";86,5521
"674";86,6392
"675";87,0347
"676";87,0562
"677";87,0776
"678";87,134
"679";87,1524
"680";87,1628
"681";87,1793
"682";87,1822
"683";87,2483
"684";87,2662
"685";87,314
"686";87,3374
"687";87,6373
"688";87,7357
"689";87,7853
"690";87,8197
"691";88,0526
"692";88,0859
"693";88,131
"694";88,1653
"695";88,237
"696";88,2407
"697";88,3036
"698";88,6184
"699";88,7428
"700";88,9224
"701";89,0699
"702";89,2054
"703";89,2991
"704";89,3085
"705";89,3099
"706";89,4392
"707";89,4819
"708";89,5024
"709";89,5645
"710";89,7943
"711";89,832
"712";90,0114
"713";90,108
"714";90,3055
"715";90,5885
"716";90,6421
"717";90,692
"718";90,9874
"719";91,1798
"720";91,2197
"721";91,2932
"722";91,342
"723";91,6361
"724";91,7017
"725";91,7101
"726";92,0488
"727";92,1205
"728";92,1648
"729";92,1829
"730";92,1972
"731";92,2367
"732";92,2817
"733";92,3174
"734";92,379
"735";92,3983
"736";92,5388
"737";92,5682
"738";92,5695
"739";92,6542
"740";92,8211
"741";93,0398
"742";93,0995
"743";93,1839
"744";93,2015
"745";93,2158
"746";93,2188
"747";93,9033
"748";93,9216
"749";93,9272
"750";94,0393
"751";94,0648
"752";94,0678
"753";94,0865
"754";94,1079
"755";94,11
"756";94,4499
"757";94,5051
"758";94,5156
"759";94,527
"760";94,5712
"761";94,6059
"762";94,6409
"763";94,7365
"764";94,7377
"765";94,7731
"766";94,8121
"767";94,8385
"768";94,8605
"769";95,1544
"770";95,577
"771";95,6155
"772";95,7926
"773";95,8835
"774";96,3814
"775";96,5934
"776";96,6304
"777";96,7312
"778";96,7652
"779";96,8856
"780";97,0096
"781";97,0178
"782";97,178
"783";97,2552
"784";97,3084
"785";97,5012
"786";97,5803
"787";97,609
"788";97,9176
"789";98,0452
"790";98,4352
"791";98,6424
"792";98,6525
"793";98,817
"794";98,8941
"795";99,008
"796";99,1084
"797";99,1558
"798";99,2415
"799";99,2905
"800";99,4944
"801";99,6254
"802";99,7088
"803";99,7133
"804";99,7948
"805";100,64
"806";100,7476
"807";100,9494
"808";101,5745
"809";101,6603
"810";102,2309
"811";102,6525
"812";102,9957
"813";103,0826
"814";103,1403
"815";103,1808
"816";103,32
"817";103,3488
"818";103,4201
"819";103,4678
"820";103,5797
"821";103,6066
"822";103,6176
"823";103,6543
"824";103,6576
"825";103,6631
"826";103,6709
"827";103,7133
"828";103,7631
"829";103,7671
"830";103,8567
"831";104,0124
"832";104,0158
"833";104,0816
"834";104,0981
"835";104,1332
"836";104,1459
"837";104,1479
"838";104,1776
"839";104,1789
"840";104,2561
"841";104,2898
"842";104,312
"843";104,3578
"844";104,3634
"845";104,4582
"846";104,4673
"847";104,5714
"848";104,7697
"849";104,8644
"850";104,979
"851";105,0714
"852";105,2643
"853";105,2905
"854";105,3103
"855";105,4061
"856";105,6153
"857";105,6217
"858";105,6963
"859";105,7523
"860";106,0499
"861";106,3355
"862";106,4659
"863";106,5303
"864";106,6277
"865";106,9881
"866";107,4005
"867";107,6628
"868";107,7099
"869";107,7251
"870";108,7675
"871";108,8278
"872";108,8499
"873";108,87
"874";108,9661
"875";109,1011
"876";109,1593
"877";109,2665
"878";109,2963
"879";109,357
"880";109,5274
"881";109,5517
"882";109,7345
"883";109,7835
"884";109,9273
"885";110,1775
"886";110,7016
"887";110,7177
"888";110,7957
"889";110,9142
"890";110,9352
"891";110,9816
"892";111,0681
"893";111,2295
"894";111,2446
"895";111,7167
"896";111,9285
"897";112,1231
"898";112,1797
"899";112,6796
"900";112,7589
"901";112,9181
"902";113,0286
"903";113,1257
"904";113,3685
"905";113,8783
"906";114,2953
"907";114,3057
"908";114,3658
"909";114,4921
"910";114,6004
"911";114,7054
"912";114,7722
"913";114,8841
"914";114,9182
"915";114,9224
"916";115,0442
"917";115,0565
"918";115,4113
"919";115,4168
"920";115,5524
"921";115,5629
"922";115,9895
"923";116,0912
"924";116,17
"925";116,3568
"926";116,4175
"927";116,5086
"928";116,5794
"929";116,5838
"930";116,6263
"931";116,647
"932";116,679
"933";117,397
"934";117,4402
"935";117,5655
"936";117,6713
"937";117,7494
"938";117,7732
"939";117,8813
"940";118,0889
"941";118,0994
"942";118,3177
"943";118,445
"944";118,7943
"945";119,0538
"946";119,237
"947";119,3867
"948";119,5425
"949";119,7062
"950";119,7893
"951";119,8269
"952";120,1791
"953";120,2409
"954";120,3434
"955";120,3535
"956";120,3563
"957";120,3824
"958";120,5064
"959";121,2543
"960";121,3337
"961";121,6003
"962";121,6126
"963";121,7224
"964";122,0876
"965";122,2094
"966";122,373
"967";122,4167
"968";122,4803
"969";122,5445
"970";122,5624
"971";122,6174
"972";122,6689
"973";122,7279
"974";122,7383
"975";122,9252
"976";123,0414
"977";123,3688
"978";123,4134
"979";123,5981
"980";123,6373
"981";123,6788
"982";123,7025
"983";123,7523
"984";123,9923
"985";123,9945
"986";124,1417
"987";124,2879
"988";124,2968
"989";124,344
"990";124,4549
"991";124,5169
"992";124,6018
"993";124,7114
"994";124,8528
"995";124,983
"996";125,0538
"997";125,0744
"998";125,0947
"999";125,4312
"1000";125,5378
"1001";125,653
"1002";125,755
"1003";125,8869
"1004";125,903
"1005";125,9922
"1006";125,9956
"1007";126,1239
"1008";126,2366
"1009";126,3619
"1010";126,419
"1011";126,661
"1012";126,9036
"1013";126,9618
"1014";127,0237
"1015";127,1147
"1016";127,8086
"1017";127,8159
"1018";128,2195
"1019";128,368
"1020";128,3747
"1021";128,378
"1022";128,541
"1023";128,8985
"1024";129,0296
"1025";129,0691
"1026";129,1456
"1027";129,8147
"1028";129,9143
"1029";130,0345
"1030";130,0431
"1031";130,0614
"1032";130,0649
"1033";130,4948
"1034";130,511
"1035";131,1746
"1036";131,7662
"1037";132,0523
"1038";132,1011
"1039";132,1793
"1040";132,2491
"1041";132,4314
"1042";132,5664
"1043";132,7735
"1044";132,9705
"1045";133,283
"1046";133,3226
"1047";133,3395
"1048";133,3429
"1049";133,4221
"1050";133,9481
"1051";133,9822
"1052";134,1622
"1053";134,6903
"1054";134,9112
"1055";135,0686
"1056";135,1819
"1057";135,2435
"1058";135,2533
"1059";135,3114
"1060";135,3671
"1061";135,3797
"1062";135,7426
"1063";135,7617
"1064";135,8527
"1065";135,8867
"1066";135,9108
"1067";135,9399
"1068";135,9575
"1069";136,0622
"1070";136,2911
"1071";136,6814
"1072";136,7389
"1073";136,9443
"1074";137,0148
"1075";137,4962
"1076";137,5958
"1077";137,6009
"1078";137,6142
"1079";137,6606
"1080";137,6807
"1081";137,9752
"1082";138,1021
"1083";138,2025
"1084";138,2466
"1085";138,3887
"1086";138,4789
"1087";138,5107
"1088";138,535
"1089";138,6253
"1090";138,6301
"1091";138,7002
"1092";138,7028
"1093";138,7062
"1094";138,7363
"1095";138,7574
"1096";139,0925
"1097";139,1247
"1098";139,2479
"1099";139,3206
"1100";139,5196
"1101";139,5627
"1102";139,8099
"1103";139,8732
"1104";139,8916
"1105";140,0507
"1106";140,1094
"1107";140,1926
"1108";140,3031
"1109";140,3542
"1110";140,4705
"1111";140,6327
"1112";141,0603
"1113";141,2735
"1114";141,3307
"1115";141,3325
"1116";141,3489
"1117";141,3728
"1118";141,5455
"1119";141,6169
"1120";141,6299
"1121";141,7489
"1122";141,76
"1123";142,2588
"1124";142,2672
"1125";142,3183
"1126";142,3646
"1127";142,4672
"1128";142,6861
"1129";143,1434
"1130";143,3917
"1131";143,5596
"1132";143,7049
"1133";143,8142
"1134";143,9362
"1135";144,006
"1136";144,1135
"1137";144,5087
"1138";144,531
"1139";144,5338
"1140";144,6597
"1141";144,7469
"1142";145,1695
"1143";145,293
"1144";145,3362
"1145";145,3555
"1146";145,5222
"1147";145,5285
"1148";145,564
"1149";145,5678
"1150";145,5834
"1151";145,6117
"1152";145,649
"1153";145,6519
"1154";145,6532
"1155";145,6631
"1156";146,1796
"1157";146,2252
"1158";146,2281
"1159";146,2394
"1160";146,3019
"1161";146,4728
"1162";146,5447
"1163";146,632
"1164";146,9613
"1165";146,9892
"1166";147,0864
"1167";147,2023
"1168";147,2981
"1169";147,3034
"1170";147,3096
"1171";147,6728
"1172";147,7957
"1173";147,8003
"1174";148,1822
"1175";148,2304
"1176";148,2562
"1177";148,3941
"1178";148,4528
"1179";148,4626
"1180";148,485
"1181";148,5889
"1182";148,6215
"1183";148,6352
"1184";148,6383
"1185";148,6623
"1186";148,7489
"1187";148,7641
"1188";148,8548
"1189";148,9412
"1190";149,1232
"1191";149,2097
"1192";149,2342
"1193";149,2698
"1194";149,3117
"1195";149,3878
"1196";149,391
"1197";149,4076
"1198";149,4594
"1199";149,4809
"1200";149,5962
"1201";149,8713
"1202";149,8805
"1203";150,1205
"1204";150,3365
"1205";150,4466
"1206";150,53
"1207";150,8602
"1208";150,9227
"1209";150,9435
"1210";150,9495
"1211";150,953
"1212";151,001
"1213";151,0559
"1214";151,0849
"1215";151,2011
"1216";151,7363
"1217";151,8756
"1218";151,9972
"1219";152,0586
"1220";152,0815
"1221";152,0844
"1222";152,1323
"1223";152,3903
"1224";152,4
"1225";152,5931
"1226";153,0758
"1227";153,372
"1228";153,6442
"1229";153,6779
"1230";153,9242
"1231";153,9266
"1232";153,9378
"1233";154,0567
"1234";154,0829
"1235";154,0952
"1236";154,2173
"1237";154,3305
"1238";154,5283
"1239";154,5575
"1240";154,6266
"1241";154,6856
"1242";154,7781
"1243";154,7936
"1244";154,8397
"1245";155,5386
"1246";155,6318
"1247";155,7308
"1248";155,7404
"1249";155,7555
"1250";155,7623
"1251";155,7699
"1252";155,7931
"1253";155,795
"1254";155,8086
"1255";155,8398
"1256";155,8791
"1257";155,912
"1258";155,9411
"1259";155,9828
"1260";156,186
"1261";156,2369
"1262";156,2613
"1263";156,3353
"1264";156,3916
"1265";156,4014
"1266";156,531
"1267";156,7295
"1268";157,0358
"1269";157,0574
"1270";157,1268
"1271";157,1701
"1272";157,1816
"1273";157,1909
"1274";157,3301
"1275";157,5041
"1276";157,6898
"1277";157,9744
"1278";158,4346
"1279";158,4866
"1280";158,5726
"1281";158,5768
"1282";158,5926
"1283";158,5953
"1284";158,6364
"1285";158,8977
"1286";159,3945
"1287";159,4261
"1288";159,5449
"1289";159,6154
"1290";159,6408
"1291";159,6624
"1292";159,7171
"1293";159,792
"1294";160,6289
"1295";160,66
"1296";161,2032
"1297";161,2605
"1298";161,3631
"1299";161,6127
"1300";161,8907
"1301";161,9505
"1302";162,2287
"1303";162,2332
"1304";162,2733
"1305";162,4586
"1306";162,5075
"1307";162,5107
"1308";162,6313
"1309";162,6576
"1310";162,6739
"1311";162,6775
"1312";162,6857
"1313";162,6957
"1314";162,756
"1315";162,7771
"1316";162,7946
"1317";162,9987
"1318";163,3609
"1319";163,4366
"1320";163,6951
"1321";163,7025
"1322";163,7059
"1323";164,0499
"1324";164,0966
"1325";164,1728
"1326";164,3404
"1327";164,3724
"1328";164,45
"1329";164,4638
"1330";164,5115
"1331";164,8194
"1332";165,1642
"1333";165,2445
"1334";165,2647
"1335";165,4441
"1336";165,5238
"1337";165,6369
"1338";165,8855
"1339";166,1534
"1340";166,2011
"1341";166,2347
"1342";166,4073
"1343";166,498
"1344";166,5457
"1345";166,8628
"1346";166,9951
"1347";167,0065
"1348";167,0773
"1349";167,1692
"1350";167,2007
"1351";167,2058
"1352";167,2331
"1353";167,4928
"1354";167,5695
"1355";167,5869
"1356";167,7514
"1357";167,7947
"1358";167,8309
"1359";167,9543
"1360";167,9619
"1361";168,1143
"1362";168,8454
"1363";169,2014
"1364";169,5213
"1365";169,5446
"1366";169,9775
"1367";170,0209
"1368";170,0358
"1369";170,0804
"1370";170,1593
"1371";170,2464
"1372";170,2618
"1373";170,3186
"1374";171,0368
"1375";171,2588
"1376";171,297
