"";"V1"
"284";32,2458
"285";32,4719
"286";32,5405
"287";32,687
"288";32,7033
"289";33,0584
"290";33,4992
"291";33,7009
"292";33,8
"293";33,8894
"294";33,9086
"295";34,2036
"296";34,4517
"297";34,5079
"298";34,5886
"299";34,6076
"300";34,7246
"301";34,7622
"302";34,7971
"303";34,8916
"304";35,0244
"305";35,3542
"306";35,4495
"307";35,6078
"308";35,6559
"309";35,681
"310";35,6999
"311";35,7208
"312";35,7257
"313";35,7363
"314";35,8274
"315";36,343
"316";36,4209
"317";36,9953
"318";37,147
"319";37,2992
"320";37,4538
"321";37,9149
"322";38,0337
"323";38,2877
"324";38,496
"325";39,0103
"326";39,0756
"327";39,1006
"328";39,2476
"329";39,4536
"330";39,4897
"331";39,5384
"332";39,6088
"333";39,6407
"334";39,8323
"335";39,8362
"336";39,8497
"337";40,1783
"338";40,262
"339";40,2893
"340";40,4688
"341";40,485
"342";40,7273
"343";40,9349
"344";41,0846
"345";41,305
"346";41,5471
"347";41,5487
"348";41,6219
"349";41,6827
"350";41,8911
"351";42,1897
"352";42,44
"353";42,5277
"354";42,651
"355";42,6681
"356";43,0683
"357";43,1781
"358";43,1796
"359";43,3099
"360";43,4247
"361";43,5738
"362";43,6015
"363";44,1545
"364";44,1968
"365";44,2361
"366";44,3008
"367";44,3044
"368";44,3563
"369";44,3659
"370";44,4468
"371";44,8791
"372";44,9188
"373";44,9408
"374";45,0175
"375";45,1303
"376";45,2374
"377";45,5607
"378";45,5777
"379";45,736
"380";45,8592
"381";45,9063
"382";46,036
"383";46,2419
"384";46,2771
"385";46,333
"386";46,4033
"387";46,5172
"388";46,5264
"389";46,6252
"390";46,6381
"391";47,5659
"392";47,6432
"393";47,7234
"394";48,0398
"395";48,0666
"396";48,1154
"397";48,579
"398";48,9653
"399";48,9724
"400";49,0321
"401";49,0393
"402";49,0913
"403";49,1806
"404";49,187
"405";49,2065
"406";49,2876
"407";49,3376
"408";49,5197
"409";49,5625
"410";49,5956
"411";49,8694
"412";49,9141
"413";49,9245
"414";50,0654
"415";50,2006
"416";50,2522
"417";50,3139
"418";50,8391
"419";51,3562
"420";51,6012
"421";51,907
"422";52,1608
"423";52,263
"424";52,2647
"425";52,6971
"426";52,7145
"427";52,7808
"428";52,8247
"429";52,8433
"430";52,8448
"431";52,8747
"432";52,8834
"433";52,8851
"434";52,8927
"435";52,9007
"436";52,9191
"437";52,9296
"438";52,9609
"439";52,9792
"440";53,0225
"441";53,4274
"442";53,4743
"443";53,4834
"444";53,4898
"445";53,5946
"446";53,651
"447";53,6994
"448";54,0249
"449";54,132
"450";54,1435
"451";54,5713
"452";54,6219
"453";54,8626
"454";55,4355
"455";55,5374
"456";55,5426
"457";55,5794
"458";55,6602
"459";55,7416
"460";56,0071
"461";56,147
"462";56,2224
"463";56,3179
"464";56,5455
"465";56,633
"466";56,6543
"467";56,7316
"468";56,8296
"469";56,9903
"470";57,009
"471";57,0295
"472";57,1126
"473";57,1517
"474";57,2332
"475";57,4253
"476";57,6314
"477";57,9201
"478";58,132
"479";58,3344
"480";58,4012
"481";58,4881
"482";59,0402
"483";59,2625
"484";59,7272
"485";59,7572
"486";59,8064
"487";59,8172
"488";59,8283
"489";59,833
"490";59,8393
"491";60,1781
"492";60,2843
"493";60,304
"494";60,3186
"495";60,3441
"496";60,3487
"497";60,3958
"498";60,4533
"499";60,5933
"500";60,7251
"501";60,7493
"502";60,8266
"503";61,2821
"504";61,3029
"505";61,3686
"506";61,4161
"507";61,4304
"508";61,4653
"509";61,4851
"510";61,4865
"511";61,4968
"512";61,5019
"513";61,5038
"514";61,5116
"515";61,6171
"516";62,0009
"517";62,0648
"518";62,0873
"519";62,1058
"520";62,127
"521";62,2101
"522";62,3658
"523";62,4128
"524";62,7135
"525";62,9061
"526";62,9385
"527";62,9399
"528";63,1671
"529";63,3266
"530";63,4544
"531";63,5798
"532";63,6086
"533";63,6184
"534";63,6665
"535";63,6764
"536";64,2654
"537";64,579
"538";64,722
"539";64,9199
"540";64,9382
"541";65,2217
"542";65,4977
"543";65,5807
"544";65,6066
"545";65,6499
"546";65,7304
"547";65,762
"548";65,8689
"549";65,8907
"550";65,9014
"551";66,1879
"552";66,2299
"553";66,426
"554";66,4528
"555";66,7148
"556";66,7523
"557";66,8713
"558";66,9
"559";66,9047
"560";67,0529
"561";67,2123
"562";67,3276
"563";67,3451
"564";67,4063
"565";67,5438
"566";67,9184
"567";68,7509
"568";68,7787
"569";68,8036
"570";68,8107
"571";68,9376
"572";69,0096
"573";69,0546
"574";69,1605
"575";69,8623
"576";69,9868
"577";70,1128
"578";70,1239
"579";70,1585
"580";70,6257
"581";70,6665
"582";71,1074
"583";71,1234
"584";71,3018
"585";71,7478
"586";71,7873
"587";72,0518
"588";72,2415
"589";72,2911
"590";72,3355
"591";72,49
"592";72,6012
"593";72,7848
"594";72,8032
"595";72,8899
"596";72,9498
"597";72,9728
"598";72,9845
"599";73,0466
"600";73,1536
"601";73,2995
"602";73,3702
"603";73,4882
"604";73,4918
"605";74,1499
"606";74,1611
"607";74,2725
"608";74,2911
"609";74,8092
"610";74,902
"611";74,9199
"612";74,952
"613";75,051
"614";75,2202
"615";75,2772
"616";75,293
"617";75,355
"618";75,5718
"619";75,72
"620";75,7846
"621";75,8652
"622";75,9147
"623";76,1174
"624";76,2983
"625";76,3079
"626";76,3177
"627";76,6847
"628";76,7343
"629";76,7436
"630";76,7451
"631";76,7796
"632";76,8231
"633";76,8684
"634";76,9282
"635";76,9496
"636";77,2082
"637";77,2194
"638";77,236
"639";77,3136
"640";77,3709
"641";77,3759
"642";77,3887
"643";77,4569
"644";77,4775
"645";77,4812
"646";77,4896
"647";77,8446
"648";77,887
"649";77,8984
"650";78,1654
"651";78,3598
"652";78,3918
"653";78,4311
"654";78,5385
"655";78,5903
"656";78,6023
"657";78,6194
"658";78,679
"659";78,6832
"660";78,7008
"661";78,7151
"662";78,7402
"663";78,8107
"664";78,8533
"665";79,2112
"666";79,3297
"667";79,3397
"668";79,7766
"669";79,8519
"670";80,3477
"671";80,6148
"672";80,6618
"673";80,8431
"674";81,1538
"675";81,3493
"676";81,3915
"677";81,4122
"678";81,9344
"679";82,3805
"680";82,426
"681";82,4852
"682";82,6026
"683";82,7112
"684";82,8619
"685";82,9122
"686";83,0214
"687";83,5864
"688";83,6641
"689";84,4911
"690";84,5133
"691";84,5565
"692";84,6933
"693";84,7158
"694";84,7714
"695";84,8464
"696";84,8814
"697";85,0434
"698";85,2965
"699";85,3396
"700";85,4281
"701";85,4409
"702";85,5426
"703";85,5464
"704";85,9197
"705";85,9233
"706";85,9396
"707";85,9585
"708";85,9641
"709";85,9835
"710";86,0153
"711";86,0432
"712";86,4668
"713";86,8643
"714";86,8813
"715";86,9357
"716";87,1176
"717";87,1966
"718";87,2347
"719";87,3921
"720";87,776
"721";87,7856
"722";87,8396
"723";87,8556
"724";87,9207
"725";87,9887
"726";88,3066
"727";88,3913
"728";88,4428
"729";88,5406
"730";88,6498
"731";88,9139
"732";89,1612
"733";89,1668
"734";89,1771
"735";89,244
"736";89,2883
"737";89,4564
"738";89,4909
"739";89,5446
"740";89,5515
"741";89,581
"742";89,7232
"743";89,8152
"744";90,2555
"745";90,422
"746";90,4412
"747";90,5174
"748";90,6203
"749";91,1773
"750";91,2682
"751";91,2772
"752";91,2965
"753";91,9156
"754";92,0413
"755";92,0647
"756";92,3113
"757";92,774
"758";92,9498
"759";93,1147
"760";93,2643
"761";93,3276
"762";93,377
"763";93,5256
"764";93,6914
"765";93,9143
"766";93,9161
"767";94,0092
"768";94,0132
"769";94,1098
"770";94,4736
"771";94,5039
"772";94,6572
"773";94,8083
"774";94,825
"775";94,8732
"776";94,9933
"777";95,0235
"778";95,0475
"779";95,4563
"780";95,4773
"781";95,5618
"782";95,5688
"783";95,5703
"784";95,5829
"785";95,5851
"786";95,5934
"787";95,5988
"788";95,6585
"789";95,6934
"790";95,7327
"791";95,7446
"792";95,7545
"793";95,7853
"794";95,8237
"795";95,8512
"796";95,8812
"797";95,9124
"798";96,0455
"799";96,3442
"800";96,3555
"801";96,361
"802";96,5609
"803";96,6486
"804";96,653
"805";96,6542
"806";96,9003
"807";97,0134
"808";97,0458
"809";97,068
"810";97,3244
"811";97,4632
"812";97,7775
"813";97,8103
"814";97,9896
"815";98,0167
"816";98,0213
"817";98,2892
"818";98,3022
"819";98,4133
"820";98,4186
"821";98,425
"822";98,8696
"823";98,9218
"824";99,0116
"825";99,3936
"826";99,4975
"827";99,5812
"828";99,8547
"829";99,8728
"830";99,8892
"831";100,0395
"832";100,1604
"833";100,4878
"834";100,6284
"835";100,6534
"836";100,7285
"837";100,9015
"838";101,2877
"839";101,6019
"840";101,6977
"841";101,8265
"842";102,123
"843";102,1968
"844";102,2121
"845";102,2992
"846";102,4674
"847";103,0449
"848";103,0766
"849";103,1559
"850";103,1958
"851";103,3082
"852";103,3603
"853";103,6125
"854";103,6879
"855";103,7718
"856";103,8962
"857";104,1762
"858";104,3247
"859";104,3519
"860";104,3646
"861";104,3914
"862";104,4062
"863";104,4515
"864";104,5431
"865";104,6017
"866";104,7978
"867";104,9226
"868";105,7048
"869";105,7211
"870";105,725
"871";105,7551
"872";106,0378
"873";106,224
"874";106,7671
"875";106,8529
"876";106,9056
"877";106,9252
"878";106,9518
"879";106,9801
"880";107,086
"881";107,104
"882";107,4427
"883";107,5647
"884";107,6485
"885";107,6531
"886";107,6787
"887";107,7387
"888";107,7489
"889";107,9836
"890";108,0686
"891";108,178
"892";108,4268
"893";109,0591
"894";109,0829
"895";109,0965
"896";109,2008
"897";109,2159
"898";109,32
"899";109,7855
"900";110,1258
"901";110,1877
"902";110,2275
"903";110,6672
"904";110,7817
"905";110,8912
"906";111,0746
"907";111,0919
"908";111,2562
"909";111,3372
"910";111,5424
"911";111,6463
"912";111,65
"913";111,6638
"914";111,6872
"915";111,7525
"916";111,9286
"917";112,16
"918";112,1983
"919";112,2866
"920";112,4808
"921";112,5485
"922";112,687
"923";112,7302
"924";112,7348
"925";112,7399
"926";112,7624
"927";112,771
"928";112,8053
"929";112,8531
"930";112,8692
"931";113,0657
"932";113,1613
"933";113,4076
"934";113,4556
"935";113,4654
"936";113,503
"937";113,6396
"938";113,6986
"939";113,8982
"940";113,9013
"941";114,1704
"942";114,2656
"943";114,3785
"944";114,3909
"945";114,6132
"946";114,8742
"947";114,9673
"948";115,1826
"949";115,3197
"950";115,7233
"951";115,7428
"952";115,7462
"953";115,8986
"954";115,9297
"955";116,0073
"956";116,0174
"957";116,0205
"958";116,0739
"959";116,0874
"960";116,162
"961";116,2388
"962";116,4341
"963";118,0927
"964";118,4007
"965";118,4229
"966";118,487
"967";118,6741
"968";118,7124
"969";118,7862
"970";118,9001
"971";118,9693
"972";119,1104
"973";119,1193
"974";119,3563
"975";119,3787
"976";119,6021
"977";119,6942
"978";119,733
"979";119,743
"980";119,8286
"981";119,8629
"982";119,9822
"983";120,2254
"984";120,3352
"985";120,4984
"986";120,6188
"987";120,7417
"988";120,7597
"989";120,9105
"990";120,9391
"991";120,9633
"992";121,0096
"993";121,0307
"994";121,0783
"995";121,3727
"996";121,4622
"997";121,4657
"998";121,4702
"999";121,4882
"1000";121,5346
"1001";121,6905
"1002";121,7125
"1003";121,8647
"1004";121,9347
"1005";121,9381
"1006";122,0819
"1007";122,1792
"1008";122,7349
"1009";123,0704
"1010";123,104
"1011";123,1786
"1012";123,1837
"1013";123,2615
"1014";123,2966
"1015";124,2755
"1016";124,2798
"1017";124,2816
"1018";124,3765
"1019";124,4555
"1020";124,5595
"1021";124,7114
"1022";125,2456
"1023";125,5928
"1024";125,8836
"1025";126,2003
"1026";126,209
"1027";126,2699
"1028";126,3337
"1029";126,3653
"1030";126,4237
"1031";126,4429
"1032";126,6701
"1033";127,3609
"1034";127,4109
"1035";127,4221
"1036";127,5638
"1037";127,7067
"1038";127,8369
"1039";127,9677
"1040";128,3139
"1041";128,7151
"1042";128,7533
"1043";128,7731
"1044";128,7805
"1045";128,8351
"1046";128,8404
"1047";128,8548
"1048";128,8942
"1049";128,9024
"1050";128,9399
"1051";129,03
"1052";129,1516
"1053";129,2075
"1054";129,3095
"1055";129,3288
"1056";129,3342
"1057";129,8872
"1058";129,961
"1059";130,0486
"1060";130,0506
"1061";130,0697
"1062";130,2077
"1063";130,6471
"1064";130,8627
"1065";130,9599
"1066";131,2014
"1067";131,231
"1068";131,3643
"1069";131,3874
"1070";131,5062
"1071";131,7573
"1072";131,8824
"1073";131,9563
"1074";132,0517
"1075";132,0536
"1076";132,3314
"1077";132,7959
"1078";132,8605
"1079";133,2816
"1080";133,3111
"1081";133,5061
"1082";133,7875
"1083";133,9342
"1084";134,0279
"1085";134,1778
"1086";134,2979
"1087";134,7772
"1088";134,8134
"1089";134,8156
"1090";134,9236
"1091";134,942
"1092";134,9723
"1093";135,0072
"1094";135,0179
"1095";135,0215
"1096";135,0358
"1097";135,0739
"1098";135,1378
"1099";135,1489
"1100";135,2057
"1101";135,2337
"1102";135,3434
"1103";135,8508
"1104";135,9329
"1105";135,9562
"1106";135,9782
"1107";135,9801
"1108";135,9986
"1109";136,2834
"1110";136,8379
"1111";136,8629
"1112";137,2389
"1113";137,34
"1114";137,3782
"1115";137,6218
"1116";137,8216
"1117";137,8953
"1118";137,9076
"1119";138,4624
"1120";138,6236
"1121";138,667
"1122";139,1274
"1123";139,2349
"1124";139,4217
"1125";139,4339
"1126";139,6134
"1127";139,6147
"1128";139,8848
"1129";140,0033
"1130";140,026
"1131";140,1442
"1132";140,3326
"1133";140,9152
"1134";141,0171
"1135";141,0828
"1136";141,1361
"1137";141,3512
"1138";141,4659
"1139";141,569
"1140";141,6123
"1141";141,7034
"1142";141,8734
"1143";141,945
"1144";141,9513
"1145";141,9578
"1146";142,2463
"1147";142,3118
"1148";142,3616
"1149";142,3948
"1150";142,4137
"1151";142,4733
"1152";142,4901
"1153";143,3662
"1154";143,3866
"1155";143,4988
"1156";143,5879
"1157";143,6618
"1158";143,7282
"1159";143,8039
"1160";144,4859
"1161";144,4909
"1162";144,5235
"1163";144,5664
"1164";144,6634
"1165";144,6651
"1166";144,6882
"1167";144,9681
"1168";145,211
"1169";145,2659
"1170";145,3759
"1171";145,9189
"1172";146,032
"1173";146,0507
"1174";146,0548
"1175";146,1042
"1176";146,2108
"1177";146,4837
"1178";146,5328
"1179";146,7107
"1180";147,1563
"1181";147,2027
"1182";147,3347
"1183";147,4511
"1184";147,5943
"1185";147,7756
"1186";147,9366
"1187";148,1504
"1188";148,2452
"1189";148,2631
"1190";148,3579
"1191";148,455
"1192";148,5859
"1193";148,9002
"1194";149,252
"1195";149,4033
"1196";149,5035
"1197";149,9606
"1198";149,9986
"1199";150,0421
"1200";150,1509
"1201";150,6474
"1202";150,705
"1203";150,7884
"1204";150,9741
"1205";151,038
"1206";151,1681
"1207";151,2412
"1208";151,2949
"1209";151,3016
"1210";151,3096
"1211";151,6348
"1212";151,866
"1213";152,0716
"1214";152,3562
"1215";152,3722
"1216";152,3739
"1217";152,3825
"1218";152,4688
"1219";152,4701
"1220";152,4836
"1221";152,4963
"1222";152,5969
"1223";152,6755
"1224";152,7471
"1225";152,829
"1226";152,839
"1227";152,8836
"1228";152,9408
"1229";152,9539
"1230";152,9935
"1231";153,8397
"1232";153,8962
"1233";153,908
"1234";153,9485
"1235";154,3488
"1236";154,4825
"1237";154,532
"1238";154,5471
"1239";154,5521
"1240";154,5559
"1241";154,6743
"1242";154,7823
"1243";154,8998
"1244";155,0435
"1245";155,0722
"1246";155,1902
"1247";155,2006
"1248";155,2225
"1249";155,2883
"1250";155,6072
"1251";155,67
"1252";155,8797
"1253";156,3086
"1254";156,3842
"1255";156,4824
"1256";156,606
"1257";156,8001
"1258";156,8438
"1259";156,9088
"1260";157,016
"1261";157,0339
"1262";157,0664
"1263";157,0752
"1264";157,0784
"1265";157,1649
"1266";157,2654
"1267";157,8225
"1268";158,1804
"1269";158,2729
"1270";158,2772
"1271";158,4334
"1272";158,4429
"1273";158,5138
"1274";158,5473
"1275";159,0228
"1276";159,5358
"1277";159,6019
"1278";159,6236
"1279";159,6591
"1280";159,7682
"1281";159,8629
"1282";160,0181
"1283";160,2058
"1284";160,6436
"1285";160,743
"1286";160,9523
"1287";160,9625
"1288";161,298
"1289";161,597
"1290";161,6
"1291";161,6751
"1292";161,702
"1293";161,7067
"1294";161,7091
"1295";162,1163
"1296";162,1205
"1297";162,2214
"1298";162,3734
"1299";162,415
"1300";162,5202
"1301";162,5822
"1302";162,6041
"1303";162,6342
"1304";162,6886
"1305";163,0053
"1306";163,0627
"1307";163,0831
"1308";163,0878
"1309";163,1059
"1310";163,4564
"1311";163,5727
"1312";163,5761
"1313";163,5954
"1314";163,6173
"1315";163,6364
"1316";163,7596
"1317";163,7904
"1318";163,7926
"1319";164,0018
"1320";164,1733
"1321";164,2455
"1322";164,2785
"1323";164,3438
"1324";164,3803
"1325";164,8251
"1326";164,9246
"1327";164,93
"1328";164,9335
"1329";164,9572
"1330";164,9601
"1331";165,0235
"1332";165,0418
"1333";165,1213
"1334";165,4973
"1335";166,055
"1336";166,4781
"1337";166,7414
"1338";166,8389
"1339";166,8537
"1340";166,9635
"1341";167,1025
"1342";167,2907
"1343";167,2925
"1344";167,4672
"1345";167,5929
"1346";167,6007
"1347";167,6734
"1348";167,8147
"1349";168,2083
"1350";168,4763
"1351";168,4946
"1352";168,5156
"1353";168,6068
"1354";168,8832
"1355";168,9697
"1356";169,0219
"1357";169,0753
"1358";169,1005
"1359";169,1053
"1360";169,2143
"1361";169,24
"1362";169,3141
"1363";169,5279
"1364";170,2519
"1365";170,3441
"1366";170,4916
"1367";170,5648
"1368";170,6277
"1369";170,7931
"1370";170,8816
"1371";171,298
"1372";171,3136
"1373";171,3165
"1374";171,3181
