"";"V1"
"499";61,7102
"500";62,0526
"501";62,51
"502";62,7315
"503";62,7772
"504";62,8137
"505";62,8285
"506";62,8481
"507";62,8733
"508";63,1669
"509";64,1236
"510";64,1479
"511";64,1975
"512";64,2051
"513";64,2632
"514";64,2899
"515";64,3709
"516";64,4367
"517";64,6467
"518";64,719
"519";65,2176
"520";65,2581
"521";65,2784
"522";65,4025
"523";65,7245
"524";66,0848
"525";66,1405
"526";66,2287
"527";66,3506
"528";66,5895
"529";66,6396
"530";66,7104
"531";67,0676
"532";67,1302
"533";67,3145
"534";67,3572
"535";67,3646
"536";67,4009
"537";67,4066
"538";67,4081
"539";67,8211
"540";67,9049
"541";67,9807
"542";67,9901
"543";68,2703
"544";68,7401
"545";68,7417
"546";68,7902
"547";68,8007
"548";68,8242
"549";68,9118
"550";69,0627
"551";69,122
"552";69,2812
"553";69,86
"554";69,8941
"555";69,9943
"556";70,0353
"557";70,0781
"558";70,0814
"559";70,1586
"560";70,4237
"561";70,6442
"562";71,0353
"563";71,3144
"564";71,3824
"565";71,3959
"566";71,4037
"567";71,7436
"568";72,0205
"569";72,3378
"570";72,4474
"571";72,551
"572";72,7304
"573";72,7796
"574";73,1463
"575";73,1559
"576";73,1578
"577";73,2865
"578";73,3645
"579";73,4617
"580";73,478
"581";73,5745
"582";73,7804
"583";73,8037
"584";74,0373
"585";74,1173
"586";74,1415
"587";74,1593
"588";74,1628
"589";74,7137
"590";74,7559
"591";74,7764
"592";74,8173
"593";74,9063
"594";74,9156
"595";75,0388
"596";75,142
"597";75,1487
"598";75,2431
"599";75,5357
"600";75,5493
"601";75,5654
"602";75,5686
"603";75,5843
"604";75,691
"605";75,7069
"606";75,8329
"607";75,9244
"608";76,1224
"609";76,1818
"610";76,2779
"611";76,4936
"612";76,5697
"613";77,6308
"614";77,741
"615";77,8817
"616";77,8953
"617";77,9865
"618";77,9981
"619";78,0045
"620";78,0603
"621";78,0639
"622";78,1311
"623";78,1531
"624";78,4571
"625";78,47
"626";78,558
"627";78,6017
"628";79,2031
"629";79,3009
"630";79,418
"631";79,5086
"632";79,571
"633";79,6493
"634";80,3243
"635";80,8187
"636";81,081
"637";81,1421
"638";81,2683
"639";81,3511
"640";81,4187
"641";81,4927
"642";81,8589
"643";81,8695
"644";81,9289
"645";81,9319
"646";81,9573
"647";82,0032
"648";82,1107
"649";82,3595
"650";82,4323
"651";82,4514
"652";82,6899
"653";82,875
"654";83,3534
"655";83,4709
"656";83,4832
"657";83,5794
"658";83,5897
"659";83,6397
"660";83,6528
"661";83,7886
"662";83,9097
"663";83,9158
"664";84,1105
"665";84,1444
"666";84,1561
"667";84,4955
"668";84,7616
"669";85,0751
"670";85,2669
"671";85,2732
"672";85,2787
"673";85,2981
"674";85,3042
"675";85,3073
"676";85,9117
"677";86,0977
"678";86,2138
"679";86,3143
"680";86,4609
"681";86,7007
"682";86,8837
"683";86,9497
"684";87,0037
"685";87,0217
"686";87,0233
"687";87,0704
"688";87,1398
"689";87,1797
"690";87,1811
"691";87,2176
"692";87,9836
"693";88
"694";88,0247
"695";88,3138
"696";88,4314
"697";88,4432
"698";88,4602
"699";88,6213
"700";88,6303
"701";88,7492
"702";89,0151
"703";89,0939
"704";89,1489
"705";89,1562
"706";89,2329
"707";89,3663
"708";89,3888
"709";89,3926
"710";89,4339
"711";89,4391
"712";89,4797
"713";89,5074
"714";89,5562
"715";89,9866
"716";89,9986
"717";90,0024
"718";90,0378
"719";90,2999
"720";90,3797
"721";90,4242
"722";90,4281
"723";90,4355
"724";90,4379
"725";90,6366
"726";90,6467
"727";90,713
"728";91,284
"729";91,6783
"730";91,8384
"731";91,8587
"732";92,0598
"733";92,3524
"734";92,9079
"735";92,9853
"736";93,0676
"737";93,1031
"738";93,1087
"739";93,1228
"740";93,1334
"741";93,135
"742";93,1363
"743";93,1374
"744";93,2104
"745";93,2142
"746";93,2156
"747";93,6261
"748";93,6333
"749";93,7084
"750";93,8925
"751";93,8991
"752";93,9106
"753";94,003
"754";94,0922
"755";94,4665
"756";94,5179
"757";94,684
"758";95,0169
"759";95,0426
"760";95,5961
"761";95,635
"762";95,753
"763";95,791
"764";96,3741
"765";96,5523
"766";97,0508
"767";97,1532
"768";97,2133
"769";97,3322
"770";97,8019
"771";97,8871
"772";97,9627
"773";97,9924
"774";98,3549
"775";98,4423
"776";99,0198
"777";99,0973
"778";99,151
"779";99,2107
"780";99,2135
"781";99,313
"782";99,5306
"783";99,8725
"784";100,0546
"785";100,4043
"786";100,4096
"787";100,4236
"788";100,6109
"789";100,615
"790";100,6299
"791";100,7403
"792";100,9301
"793";100,9435
"794";101,0628
"795";101,2866
"796";101,7053
"797";101,9035
"798";102,1089
"799";102,1942
"800";102,2004
"801";102,4799
"802";102,4865
"803";102,5148
"804";102,6302
"805";102,7631
"806";103,0293
"807";103,0988
"808";103,184
"809";103,1921
"810";103,272
"811";103,5315
"812";103,587
"813";103,5882
"814";103,5911
"815";103,6007
"816";103,6046
"817";103,6218
"818";103,6377
"819";103,6527
"820";103,7319
"821";103,7944
"822";104,1755
"823";104,2899
"824";104,3286
"825";104,3609
"826";105,3144
"827";105,3805
"828";105,3946
"829";105,4584
"830";105,5858
"831";105,7813
"832";106,0294
"833";106,0329
"834";106,045
"835";106,1725
"836";106,1833
"837";107,2094
"838";107,2111
"839";107,2694
"840";107,3107
"841";107,411
"842";107,4548
"843";107,5812
"844";107,662
"845";107,6947
"846";107,7299
"847";108,1035
"848";108,1826
"849";108,8956
"850";109,0569
"851";109,0891
"852";109,1905
"853";109,4547
"854";109,4984
"855";109,5034
"856";109,6348
"857";109,7694
"858";110,2187
"859";110,2734
"860";110,2801
"861";110,434
"862";110,5459
"863";110,6585
"864";110,7823
"865";110,8642
"866";111,6213
"867";111,7424
"868";111,763
"869";111,8284
"870";111,9289
"871";112,1119
"872";112,1689
"873";112,1848
"874";112,3423
"875";112,38
"876";112,7219
"877";112,7457
"878";112,8124
"879";112,8625
"880";112,891
"881";112,8941
"882";113,5138
"883";113,6038
"884";113,6191
"885";113,9024
"886";114,6093
"887";114,8728
"888";114,9059
"889";114,9283
"890";114,9623
"891";115,1167
"892";115,5921
"893";115,7452
"894";115,848
"895";115,8493
"896";115,8506
"897";115,8801
"898";115,8963
"899";116,0067
"900";116,152
"901";116,2576
"902";116,2869
"903";116,6438
"904";116,6707
"905";117,0116
"906";117,7678
"907";117,8869
"908";118,1007
"909";118,2144
"910";118,3848
"911";118,4133
"912";118,4281
"913";118,4347
"914";118,4414
"915";118,4985
"916";118,5521
"917";118,7828
"918";118,847
"919";118,9795
"920";119,451
"921";119,5198
"922";119,6039
"923";119,6496
"924";119,7413
"925";119,8266
"926";119,9191
"927";120,146
"928";120,1868
"929";120,2221
"930";120,2423
"931";120,334
"932";120,3828
"933";120,4233
"934";120,4442
"935";120,4456
"936";120,7095
"937";120,7267
"938";120,7493
"939";120,8098
"940";120,8254
"941";120,871
"942";121,2903
"943";121,4732
"944";121,4907
"945";121,5035
"946";121,5084
"947";121,5364
"948";121,6094
"949";121,6165
"950";121,6724
"951";121,6859
"952";122,07
"953";122,2926
"954";122,3957
"955";122,4239
"956";122,7332
"957";122,9252
"958";122,9523
"959";122,9638
"960";123,181
"961";123,2731
"962";123,2997
"963";123,4555
"964";123,5362
"965";124,4283
"966";124,4308
"967";124,4414
"968";124,4949
"969";124,5878
"970";124,5983
"971";124,6052
"972";124,739
"973";125,3014
"974";125,341
"975";125,3958
"976";125,5736
"977";125,5861
"978";125,6414
"979";125,6473
"980";125,6807
"981";125,7738
"982";126,1986
"983";126,2081
"984";126,2553
"985";126,3533
"986";126,3595
"987";126,3806
"988";126,486
"989";126,5654
"990";126,9373
"991";126,9932
"992";127,1782
"993";127,3263
"994";127,3596
"995";127,4139
"996";127,4183
"997";127,5793
"998";127,6934
"999";127,7127
"1000";127,907
"1001";128,0155
"1002";129,0983
"1003";129,1957
"1004";129,2185
"1005";129,3326
"1006";129,8903
"1007";130,0485
"1008";130,0912
"1009";130,6252
"1010";130,6294
"1011";130,662
"1012";130,6656
"1013";130,6816
"1014";131,0385
"1015";131,0404
"1016";131,0913
"1017";131,1857
"1018";131,6204
"1019";131,7504
"1020";131,7628
"1021";132,0767
"1022";132,0948
"1023";132,3522
"1024";132,4887
"1025";132,5907
"1026";132,7006
"1027";132,7976
"1028";132,8556
"1029";132,8641
"1030";132,9899
"1031";132,9949
"1032";133,171
"1033";133,3004
"1034";133,6948
"1035";133,8132
"1036";133,8702
"1037";133,8745
"1038";134,0406
"1039";134,1636
"1040";134,9025
"1041";134,9038
"1042";134,9471
"1043";135,008
"1044";135,0157
"1045";135,0326
"1046";135,1351
"1047";135,1387
"1048";135,1423
"1049";135,1455
"1050";135,2282
"1051";135,6852
"1052";135,9056
"1053";135,9423
"1054";135,9545
"1055";136,0658
"1056";136,2473
"1057";136,4892
"1058";136,9682
"1059";136,983
"1060";137,2269
"1061";137,3657
"1062";137,5761
"1063";137,6416
"1064";137,8955
"1065";137,9154
"1066";137,9576
"1067";137,9639
"1068";138,0166
"1069";138,0191
"1070";138,0559
"1071";138,5899
"1072";138,6143
"1073";138,621
"1074";138,6859
"1075";139,2182
"1076";139,2368
"1077";139,2948
"1078";139,2973
"1079";139,3728
"1080";139,387
"1081";139,4298
"1082";139,468
"1083";139,8991
"1084";140,0247
"1085";140,0568
"1086";140,1026
"1087";140,3287
"1088";140,5788
"1089";140,6391
"1090";140,6585
"1091";140,6823
"1092";141,3052
"1093";141,3335
"1094";141,3532
"1095";141,3876
"1096";141,4751
"1097";141,4862
"1098";141,5647
"1099";141,6201
"1100";141,6645
"1101";141,7266
"1102";142,1289
"1103";142,3295
"1104";142,3725
"1105";142,3785
"1106";142,3946
"1107";142,4368
"1108";142,697
"1109";142,7279
"1110";143,5
"1111";143,6642
"1112";144,2164
"1113";144,4804
"1114";144,5074
"1115";144,7032
"1116";144,7689
"1117";144,8405
"1118";145,3247
"1119";145,9111
"1120";146,0455
"1121";146,4798
"1122";147,1134
"1123";147,1296
"1124";147,1853
"1125";147,1938
"1126";147,2275
"1127";147,273
"1128";147,3322
"1129";147,34
"1130";147,8165
"1131";147,9022
"1132";147,9616
"1133";147,9698
"1134";148,0008
"1135";148,8966
"1136";148,9053
"1137";149,228
"1138";149,7191
"1139";149,7923
"1140";149,8461
"1141";149,9288
"1142";150,1624
"1143";150,1886
"1144";150,2347
"1145";150,4583
"1146";150,5178
"1147";150,6965
"1148";150,8375
"1149";151,3149
"1150";151,4598
"1151";151,8792
"1152";151,9263
"1153";152,0737
"1154";152,0988
"1155";152,1628
"1156";152,1781
"1157";152,2164
"1158";152,368
"1159";152,4369
"1160";152,4853
"1161";152,7069
"1162";153,1236
"1163";153,1322
"1164";153,1382
"1165";153,146
"1166";153,6463
"1167";154,4604
"1168";154,4793
"1169";154,6284
"1170";154,6532
"1171";154,7828
"1172";154,7935
"1173";154,795
"1174";154,797
"1175";154,8785
"1176";154,8844
"1177";154,8914
"1178";154,9392
"1179";154,9582
"1180";155,0019
"1181";155,0138
"1182";155,0421
"1183";155,0533
"1184";155,3303
"1185";155,7091
"1186";155,763
"1187";155,7661
"1188";156,2401
"1189";156,3467
"1190";156,3666
"1191";156,3779
"1192";156,8101
"1193";157,4716
"1194";157,5634
"1195";158,0732
"1196";158,2662
"1197";158,4468
"1198";158,6683
"1199";158,6959
"1200";159,0262
"1201";159,2662
"1202";159,5833
"1203";159,6409
"1204";159,6629
"1205";159,8795
"1206";159,9361
"1207";160,0487
"1208";160,2229
"1209";160,7461
"1210";160,8941
"1211";160,9624
"1212";161,2482
"1213";161,308
"1214";161,5884
"1215";161,6532
"1216";161,6732
"1217";161,6837
"1218";161,7111
"1219";161,7979
"1220";161,8262
"1221";161,8673
"1222";162,4322
"1223";162,5307
"1224";162,7101
"1225";162,7954
"1226";162,8085
"1227";162,8771
"1228";163,0526
"1229";163,6121
"1230";163,637
"1231";163,6547
"1232";163,7397
"1233";163,7788
"1234";163,9172
"1235";164,0864
"1236";164,2183
"1237";164,287
"1238";164,3353
"1239";164,3405
"1240";164,3458
"1241";164,3475
"1242";164,3885
"1243";164,3983
"1244";164,4001
"1245";164,4388
"1246";164,442
"1247";164,8846
"1248";164,911
"1249";164,9375
"1250";164,9584
"1251";165,0601
"1252";165,6607
"1253";166,0456
"1254";166,1485
"1255";166,1965
"1256";166,2963
"1257";166,4037
"1258";167,0729
"1259";167,0953
"1260";167,2555
"1261";167,2888
"1262";167,3055
"1263";167,3257
"1264";167,3674
"1265";167,3832
"1266";167,5823
"1267";167,6279
"1268";167,6634
"1269";167,666
"1270";167,668
"1271";167,6792
"1272";167,6957
"1273";167,7753
"1274";168,1137
"1275";168,583
"1276";168,5852
"1277";168,6389
"1278";168,7265
"1279";168,7616
"1280";168,8492
"1281";169,2333
"1282";169,3857
"1283";169,415
"1284";169,5089
"1285";169,5371
"1286";169,5434
"1287";169,8022
"1288";169,8581
"1289";170,2265
"1290";170,3467
"1291";170,3483
"1292";170,6869
"1293";170,8341
"1294";171,0109
"1295";171,167
"1296";171,2798
"1297";171,3481
