"";"V1"
"128";15,8695
"129";15,9127
"130";16,1712
"131";16,3687
"132";16,893
"133";16,9244
"134";16,9386
"135";17,3093
"136";17,4498
"137";17,5595
"138";17,5858
"139";17,7987
"140";17,8626
"141";17,8896
"142";17,947
"143";18,0815
"144";18,1673
"145";18,4677
"146";18,5973
"147";18,7109
"148";18,7197
"149";18,7803
"150";18,8345
"151";18,8443
"152";19,3042
"153";19,4219
"154";19,4893
"155";19,5278
"156";19,7842
"157";19,8543
"158";20,4809
"159";20,6191
"160";20,6542
"161";20,7266
"162";20,7637
"163";20,8005
"164";21,136
"165";21,2732
"166";21,2813
"167";21,2935
"168";21,3608
"169";21,5063
"170";21,5974
"171";21,7221
"172";21,7894
"173";21,848
"174";22,0958
"175";22,1866
"176";22,2366
"177";22,3212
"178";22,3407
"179";22,4306
"180";22,6986
"181";22,7038
"182";22,9182
"183";23,0953
"184";23,3539
"185";23,4502
"186";23,471
"187";23,5369
"188";23,5879
"189";23,7338
"190";23,794
"191";24,0298
"192";24,2268
"193";24,3881
"194";24,4496
"195";24,481
"196";25,2008
"197";25,2987
"198";25,4864
"199";25,5002
"200";25,5375
"201";25,5658
"202";25,8554
"203";25,9099
"204";25,9747
"205";26,0157
"206";26,1457
"207";26,2204
"208";26,2643
"209";26,5003
"210";26,5097
"211";26,5176
"212";26,7346
"213";27,0245
"214";27,0334
"215";27,1231
"216";27,1472
"217";27,1661
"218";27,2089
"219";27,5318
"220";27,5448
"221";27,6321
"222";27,9919
"223";28,0517
"224";28,0808
"225";28,1298
"226";28,1475
"227";28,3634
"228";28,424
"229";28,4418
"230";28,6135
"231";28,6204
"232";28,7635
"233";29,2226
"234";29,4339
"235";29,7117
"236";29,8397
"237";29,8614
"238";30,0308
"239";30,0473
"240";30,2644
"241";30,9737
"242";31,0666
"243";31,1103
"244";31,1383
"245";31,2867
"246";31,9285
"247";32,0455
"248";32,1561
"249";32,2054
"250";32,9942
"251";33,0767
"252";33,3037
"253";33,4158
"254";33,4986
"255";33,5002
"256";33,5018
"257";33,5251
"258";33,6575
"259";33,8069
"260";33,91
"261";34,0671
"262";34,1115
"263";34,1822
"264";34,4875
"265";34,5022
"266";34,5642
"267";34,5816
"268";34,6512
"269";34,7106
"270";34,7332
"271";34,7634
"272";34,7989
"273";34,8087
"274";34,8502
"275";35,2125
"276";35,5887
"277";35,6163
"278";35,7178
"279";35,7282
"280";35,7315
"281";36,1313
"282";36,2006
"283";36,3057
"284";36,4361
"285";36,5208
"286";36,5536
"287";36,6247
"288";36,728
"289";37,0269
"290";37,5924
"291";37,7896
"292";37,8932
"293";37,9508
"294";38,0265
"295";38,4117
"296";38,6121
"297";38,6534
"298";38,8605
"299";39,1936
"300";39,2313
"301";39,2876
"302";39,3634
"303";39,484
"304";40,4547
"305";40,561
"306";40,5954
"307";40,6171
"308";40,8557
"309";40,9134
"310";40,9279
"311";40,936
"312";40,9466
"313";41,0449
"314";41,1232
"315";41,1376
"316";41,186
"317";41,9885
"318";41,9942
"319";42,0885
"320";42,1076
"321";42,2128
"322";42,275
"323";42,4787
"324";42,6409
"325";42,7511
"326";43,1834
"327";43,3213
"328";43,3331
"329";43,5105
"330";43,5274
"331";43,591
"332";43,6105
"333";43,8929
"334";43,9121
"335";43,9702
"336";43,978
"337";44,0552
"338";44,1003
"339";44,1679
"340";44,1931
"341";44,2862
"342";44,3292
"343";44,3599
"344";44,3855
"345";44,4412
"346";44,5674
"347";45,0456
"348";45,4466
"349";45,729
"350";46,1086
"351";46,1704
"352";46,4744
"353";46,519
"354";46,5712
"355";46,9782
"356";47,3108
"357";47,4395
"358";47,503
"359";47,5477
"360";47,8251
"361";48,2513
"362";48,4148
"363";48,7165
"364";48,8074
"365";48,8399
"366";48,8577
"367";49,1614
"368";49,4424
"369";49,7466
"370";49,7657
"371";49,8492
"372";49,9522
"373";50,1394
"374";50,161
"375";50,1712
"376";50,1823
"377";50,1916
"378";50,2177
"379";50,2678
"380";50,2814
"381";50,2847
"382";50,3657
"383";50,5143
"384";50,5539
"385";50,6368
"386";50,6622
"387";50,7106
"388";50,7548
"389";50,7702
"390";50,7769
"391";50,8034
"392";50,8842
"393";50,9922
"394";51,181
"395";51,2338
"396";51,445
"397";51,5535
"398";51,7035
"399";51,7473
"400";51,7648
"401";51,9105
"402";51,9463
"403";52,1714
"404";52,5798
"405";52,6578
"406";52,7471
"407";52,8432
"408";52,8486
"409";52,9032
"410";53,0609
"411";53,1197
"412";53,2261
"413";53,3358
"414";53,3445
"415";53,3471
"416";53,3593
"417";53,5363
"418";53,5845
"419";53,5875
"420";53,7419
"421";53,8695
"422";54,9478
"423";55,0436
"424";55,0824
"425";55,0877
"426";55,8111
"427";56,1936
"428";56,73
"429";56,7846
"430";56,8374
"431";56,8969
"432";56,9109
"433";57,0157
"434";57,1483
"435";57,175
"436";57,2136
"437";57,6556
"438";57,7377
"439";57,7546
"440";57,7726
"441";57,8342
"442";57,8402
"443";57,8454
"444";57,8815
"445";57,8958
"446";58,0215
"447";58,0687
"448";58,0864
"449";58,109
"450";58,1128
"451";58,1846
"452";58,1907
"453";58,2279
"454";58,367
"455";58,3718
"456";58,3759
"457";58,4362
"458";58,7932
"459";58,8147
"460";58,8285
"461";58,8883
"462";59,0121
"463";59,5771
"464";59,6529
"465";59,763
"466";59,7911
"467";59,8018
"468";59,8313
"469";60,3391
"470";60,4363
"471";60,4453
"472";60,4863
"473";60,8845
"474";61,0368
"475";61,3287
"476";61,3535
"477";61,4488
"478";61,5023
"479";61,5828
"480";61,5893
"481";61,8547
"482";61,9189
"483";61,9374
"484";62,0902
"485";62,0921
"486";62,1383
"487";62,1572
"488";62,1833
"489";62,2232
"490";62,2721
"491";62,657
"492";62,7323
"493";62,7466
"494";63,1848
"495";63,5188
"496";63,6182
"497";63,7562
"498";64,1247
"499";64,3283
"500";64,4679
"501";65,0027
"502";65,196
"503";65,2717
"504";65,3008
"505";65,9529
"506";65,9836
"507";66,11
"508";66,32
"509";66,4657
"510";66,5611
"511";66,5873
"512";66,6453
"513";66,9058
"514";66,942
"515";67,0282
"516";67,0677
"517";67,2521
"518";67,3084
"519";67,3324
"520";67,3959
"521";67,4146
"522";67,8015
"523";67,9732
"524";68,1703
"525";68,3411
"526";68,3514
"527";68,7329
"528";68,7695
"529";68,9431
"530";69,0532
"531";69,1105
"532";69,3255
"533";69,8684
"534";69,8707
"535";70,0664
"536";70,269
"537";70,4998
"538";70,9861
"539";71,3106
"540";71,7626
"541";71,892
"542";71,9023
"543";72,013
"544";72,084
"545";72,0918
"546";72,19
"547";72,1931
"548";72,2301
"549";72,7687
"550";72,7703
"551";72,858
"552";72,8595
"553";72,9517
"554";73,1628
"555";73,2697
"556";73,3518
"557";73,3568
"558";73,4239
"559";73,4848
"560";73,6248
"561";73,7098
"562";73,7177
"563";73,8785
"564";73,9395
"565";73,9732
"566";74,1238
"567";74,1917
"568";74,2137
"569";74,2995
"570";74,5684
"571";74,804
"572";74,8491
"573";74,8981
"574";75,0483
"575";75,4957
"576";75,518
"577";75,5223
"578";75,5488
"579";75,6486
"580";75,7284
"581";75,8854
"582";75,9361
"583";75,9456
"584";76,7767
"585";76,9043
"586";76,9269
"587";77,3036
"588";77,5074
"589";77,6289
"590";77,6457
"591";77,8739
"592";77,9373
"593";78,0072
"594";78,0638
"595";78,376
"596";78,4097
"597";78,4469
"598";78,4628
"599";78,479
"600";78,6458
"601";78,6671
"602";78,6708
"603";78,7012
"604";78,8369
"605";79,0769
"606";79,1014
"607";79,2264
"608";79,5497
"609";79,5874
"610";79,7122
"611";79,7341
"612";79,8147
"613";79,8587
"614";79,8814
"615";79,9707
"616";80,0349
"617";80,8167
"618";80,8515
"619";80,9151
"620";81,4232
"621";81,4281
"622";81,4401
"623";81,5218
"624";81,5773
"625";82,226
"626";82,3228
"627";82,3363
"628";82,3515
"629";82,3584
"630";82,5685
"631";82,9065
"632";83,1043
"633";83,4779
"634";83,5859
"635";83,6417
"636";84,0652
"637";84,4454
"638";84,4559
"639";84,5132
"640";84,5572
"641";84,5606
"642";85,3435
"643";85,4722
"644";85,4912
"645";85,5059
"646";85,5344
"647";85,5515
"648";85,5813
"649";85,6056
"650";85,8748
"651";85,9215
"652";86,2034
"653";86,2161
"654";86,2427
"655";86,5631
"656";86,6238
"657";86,7523
"658";86,9518
"659";87,052
"660";87,1056
"661";87,1085
"662";87,2094
"663";87,3222
"664";87,5282
"665";87,6421
"666";87,6504
"667";87,7752
"668";87,868
"669";88,0778
"670";88,1375
"671";88,1573
"672";88,1853
"673";88,4528
"674";89,1776
"675";89,2363
"676";89,249
"677";89,3944
"678";89,8312
"679";89,8474
"680";89,8612
"681";89,8899
"682";90,0891
"683";90,156
"684";90,1576
"685";90,1819
"686";90,2425
"687";90,5431
"688";90,5599
"689";90,563
"690";90,6304
"691";90,6416
"692";90,9806
"693";91,0265
"694";91,0974
"695";91,6857
"696";91,7039
"697";91,7679
"698";91,8615
"699";91,9061
"700";92,0015
"701";92,0517
"702";92,1558
"703";92,5699
"704";92,6109
"705";92,639
"706";93,0288
"707";93,2746
"708";93,6282
"709";93,8233
"710";93,8755
"711";93,9234
"712";94,0642
"713";94,1528
"714";94,2774
"715";94,4367
"716";94,5599
"717";94,6162
"718";94,7809
"719";94,8104
"720";95,581
"721";95,6163
"722";95,6249
"723";95,7122
"724";95,7214
"725";95,7423
"726";95,7523
"727";95,7606
"728";95,8419
"729";95,8466
"730";95,9217
"731";96,1239
"732";96,7162
"733";96,8162
"734";97,0144
"735";97,5309
"736";97,6188
"737";97,6247
"738";97,7646
"739";97,7661
"740";97,9108
"741";98,1207
"742";98,4177
"743";98,8256
"744";98,936
"745";98,9545
"746";98,9622
"747";99,3435
"748";99,4269
"749";99,5624
"750";100,0313
"751";100,0953
"752";100,2591
"753";100,298
"754";100,4281
"755";100,4458
"756";100,5203
"757";100,7693
"758";100,7935
"759";100,9536
"760";101,0702
"761";101,1123
"762";101,2343
"763";101,2433
"764";101,3837
"765";101,5975
"766";101,8028
"767";101,8289
"768";102,2819
"769";102,5002
"770";102,663
"771";102,7584
"772";103,0366
"773";103,0698
"774";103,0779
"775";103,2412
"776";103,3493
"777";103,3585
"778";103,6756
"779";103,9142
"780";103,9157
"781";103,9235
"782";104,1836
"783";104,196
"784";104,24
"785";104,3148
"786";104,3171
"787";104,341
"788";104,4305
"789";104,4368
"790";104,4393
"791";104,4489
"792";104,5627
"793";104,796
"794";104,9546
"795";105,0526
"796";105,149
"797";105,182
"798";105,2189
"799";105,2576
"800";105,4572
"801";105,5239
"802";105,5742
"803";105,9157
"804";106,1216
"805";106,1348
"806";106,2178
"807";106,3148
"808";106,3666
"809";106,3774
"810";106,4636
"811";106,4825
"812";106,4858
"813";106,5305
"814";106,6002
"815";107,0132
"816";107,1637
"817";107,2073
"818";107,2293
"819";107,2923
"820";107,4043
"821";107,5628
"822";107,6536
"823";108,0431
"824";108,0562
"825";108,0793
"826";108,0871
"827";108,1541
"828";108,2229
"829";108,2585
"830";108,2641
"831";108,4368
"832";108,6779
"833";108,7386
"834";108,8196
"835";108,842
"836";108,8561
"837";109,1045
"838";109,1908
"839";109,5131
"840";110,0754
"841";110,167
"842";110,2163
"843";110,7944
"844";111,0615
"845";111,2576
"846";111,3395
"847";111,9269
"848";112,0073
"849";112,2575
"850";112,4533
"851";112,5074
"852";112,77
"853";112,923
"854";113,1538
"855";113,2973
"856";113,3533
"857";113,5312
"858";113,7499
"859";113,7799
"860";113,8045
"861";113,8403
"862";113,8553
"863";113,8783
"864";114,1565
"865";114,229
"866";114,6259
"867";114,7292
"868";114,7735
"869";114,7941
"870";114,9318
"871";115,0639
"872";115,1882
"873";115,5677
"874";115,6292
"875";115,6309
"876";115,7317
"877";115,7714
"878";116,4955
"879";116,7131
"880";116,8182
"881";116,9245
"882";116,9524
"883";117,4039
"884";117,4054
"885";117,7358
"886";117,7638
"887";117,7767
"888";117,7803
"889";118,0168
"890";118,0722
"891";118,0988
"892";118,1947
"893";118,2902
"894";118,3077
"895";118,3799
"896";118,3873
"897";118,5183
"898";118,8144
"899";118,9195
"900";119,0447
"901";119,587
"902";119,645
"903";119,803
"904";119,9174
"905";120,4962
"906";120,5656
"907";120,6686
"908";120,733
"909";120,7884
"910";120,7915
"911";120,8379
"912";120,8516
"913";120,8572
"914";121,2238
"915";121,2611
"916";121,2932
"917";121,2949
"918";121,3313
"919";121,3794
"920";121,4857
"921";121,5087
"922";121,5839
"923";121,605
"924";121,7125
"925";122,0217
"926";122,1126
"927";122,2618
"928";122,3783
"929";122,8339
"930";123,7469
"931";123,7698
"932";123,8105
"933";124,7165
"934";124,7518
"935";124,7925
"936";124,7939
"937";124,8264
"938";125,2019
"939";125,2191
"940";125,2816
"941";125,3606
"942";125,5982
"943";125,7053
"944";125,7693
"945";125,9879
"946";126,0296
"947";126,1488
"948";126,241
"949";126,3323
"950";126,6403
"951";126,963
"952";126,9796
"953";127,0147
"954";127,0301
"955";127,1295
"956";127,199
"957";127,2133
"958";127,2389
"959";127,3067
"960";127,4174
"961";127,6288
"962";127,812
"963";127,9294
"964";128,0088
"965";128,142
"966";128,1652
"967";128,2195
"968";128,372
"969";128,3902
"970";128,3936
"971";128,4048
"972";128,419
"973";128,454
"974";128,4573
"975";128,4706
"976";128,9311
"977";129,0575
"978";129,0625
"979";129,1032
"980";129,3303
"981";129,8
"982";129,8753
"983";129,9102
"984";129,9693
"985";130,0252
"986";130,0591
"987";130,1291
"988";130,1758
"989";130,1813
"990";130,4568
"991";130,6732
"992";131,137
"993";131,2255
"994";131,2398
"995";131,2424
"996";131,297
"997";131,3149
"998";131,637
"999";132,2046
"1000";132,2619
"1001";132,7219
"1002";132,7722
"1003";132,8563
"1004";132,8869
"1005";132,9685
"1006";133,1826
"1007";133,5134
"1008";133,6316
"1009";133,9419
"1010";134,0514
"1011";134,5642
"1012";134,7738
"1013";134,7814
"1014";134,8098
"1015";134,8209
"1016";134,8904
"1017";134,9065
"1018";134,9199
"1019";135,0072
"1020";135,0708
"1021";135,0861
"1022";135,1821
"1023";135,2447
"1024";135,4235
"1025";135,4404
"1026";135,4905
"1027";135,5015
"1028";135,5368
"1029";135,8884
"1030";135,9329
"1031";136,5222
"1032";136,7819
"1033";136,9223
"1034";137,0543
"1035";137,1706
"1036";137,2949
"1037";137,3212
"1038";137,4172
"1039";137,4828
"1040";137,5953
"1041";137,6336
"1042";137,647
"1043";137,65
"1044";137,6648
"1045";137,7483
"1046";137,8231
"1047";137,8369
"1048";137,87
"1049";137,9013
"1050";137,9153
"1051";137,9259
"1052";137,9467
"1053";137,9539
"1054";137,9705
"1055";138,0027
"1056";138,0305
"1057";138,0628
"1058";138,1366
"1059";138,156
"1060";138,2022
"1061";138,204
"1062";138,3523
"1063";138,4921
"1064";138,5094
"1065";138,5903
"1066";138,6045
"1067";138,6369
"1068";138,6571
"1069";138,7507
"1070";138,8556
"1071";138,9742
"1072";139,1354
"1073";139,3417
"1074";139,4814
"1075";139,5927
"1076";139,7164
"1077";139,9142
"1078";140,7569
"1079";140,7773
"1080";140,8126
"1081";140,8204
"1082";140,9523
"1083";141,4261
"1084";141,5006
"1085";141,5403
"1086";141,579
"1087";141,633
"1088";142,1617
"1089";142,1714
"1090";142,2051
"1091";142,2311
"1092";142,2393
"1093";142,2582
"1094";142,3143
"1095";142,3489
"1096";142,3546
"1097";142,3797
"1098";142,5058
"1099";142,7404
"1100";143,1222
"1101";143,1354
"1102";143,4852
"1103";143,5748
"1104";143,6912
"1105";143,7919
"1106";143,7951
"1107";143,8013
"1108";143,9079
"1109";143,9969
"1110";144,233
"1111";144,3885
"1112";144,4049
"1113";144,4444
"1114";144,5312
"1115";144,5536
"1116";145,351
"1117";145,5168
"1118";145,5389
"1119";145,5658
"1120";146,0277
"1121";146,0669
"1122";146,4898
"1123";146,5343
"1124";147,049
"1125";147,0586
"1126";147,3159
"1127";147,3272
"1128";147,332
"1129";147,4153
"1130";147,5545
"1131";147,6406
"1132";147,6679
"1133";147,742
"1134";147,7564
"1135";148,0833
"1136";148,1418
"1137";148,1946
"1138";148,4637
"1139";148,644
"1140";148,9084
"1141";148,9135
"1142";149,3215
"1143";149,3605
"1144";149,3769
"1145";149,388
"1146";149,4436
"1147";149,4559
"1148";149,6223
"1149";149,8716
"1150";149,9056
"1151";149,9194
"1152";150,0098
"1153";150,3222
"1154";150,6441
"1155";150,8332
"1156";150,9641
"1157";151,0578
"1158";151,2848
"1159";151,691
"1160";152,3288
"1161";152,6415
"1162";152,6601
"1163";152,6692
"1164";152,768
"1165";152,7826
"1166";153,0796
"1167";153,108
"1168";153,4276
"1169";153,4383
"1170";153,8238
"1171";153,9022
"1172";153,9413
"1173";154,0931
"1174";154,4883
"1175";154,7914
"1176";155,0009
"1177";155,0443
"1178";155,0764
"1179";155,1622
"1180";155,1972
"1181";155,2009
"1182";155,323
"1183";155,5097
"1184";155,7418
"1185";155,7605
"1186";155,7867
"1187";155,8829
"1188";155,9382
"1189";156,0037
"1190";156,2319
"1191";156,2492
"1192";156,3912
"1193";156,3944
"1194";156,5031
"1195";156,5133
"1196";156,7133
"1197";156,7707
"1198";156,8047
"1199";156,8256
"1200";156,8718
"1201";156,8804
"1202";156,9548
"1203";156,9581
"1204";157,0219
"1205";157,0588
"1206";157,0963
"1207";157,1058
"1208";157,2228
"1209";157,2381
"1210";157,3111
"1211";157,3158
"1212";157,3245
"1213";157,3286
"1214";157,3489
"1215";157,4642
"1216";157,4968
"1217";157,5199
"1218";157,55
"1219";157,6835
"1220";157,7816
"1221";157,9395
"1222";158,0227
"1223";158,0737
"1224";158,0858
"1225";158,0873
"1226";158,1467
"1227";158,2664
"1228";158,272
"1229";158,2811
"1230";158,2826
"1231";158,2842
"1232";158,4038
"1233";158,4186
"1234";158,4741
"1235";158,4976
"1236";158,5046
"1237";158,5789
"1238";158,5806
"1239";158,6829
"1240";158,7727
"1241";158,8356
"1242";158,847
"1243";158,9004
"1244";159,0925
"1245";159,2982
"1246";159,7773
"1247";160,5378
"1248";160,6188
"1249";160,6333
"1250";160,7478
"1251";160,8018
"1252";160,9613
"1253";161,015
"1254";161,2169
"1255";161,4678
"1256";161,4822
"1257";161,5431
"1258";161,562
"1259";161,568
"1260";161,6196
"1261";161,664
"1262";161,6836
"1263";161,7155
"1264";161,7604
"1265";162,123
"1266";162,4782
"1267";162,6704
"1268";163,2414
"1269";163,3344
"1270";163,3443
"1271";163,3592
"1272";163,3959
"1273";163,4095
"1274";163,5122
"1275";163,7931
"1276";164,199
"1277";164,2188
"1278";164,3349
"1279";164,4021
"1280";164,4201
"1281";164,423
"1282";164,4687
"1283";164,8366
"1284";164,9929
"1285";165,2497
"1286";165,5946
"1287";165,653
"1288";166,0727
"1289";166,1317
"1290";166,2413
"1291";166,3545
"1292";166,4389
"1293";166,4633
"1294";166,5346
"1295";166,5379
"1296";166,5413
"1297";166,6367
"1298";166,6397
"1299";166,747
"1300";166,9551
"1301";167,4816
"1302";167,502
"1303";167,6764
"1304";168,1621
"1305";168,1934
"1306";168,2202
"1307";168,2797
"1308";168,4094
"1309";168,4278
"1310";168,4497
"1311";168,4559
"1312";168,4859
"1313";168,599
"1314";169,0206
"1315";169,2003
"1316";169,2194
"1317";169,8823
"1318";170,2283
"1319";170,2549
"1320";170,3489
"1321";170,4659
"1322";170,681
"1323";170,8322
"1324";171,0662
"1325";171,0918
"1326";171,1637
"1327";171,2059
"1328";171,226
"1329";171,2461
"1330";171,3675
